EventId,EventTemplate,Occurrences
5f9441e4,<*> 0 0 <*> ,2
61e6f13c,onExtend:1514041386000 0 0 5 ,1
db286498,onExtend:1514041446000 0 0 5 ,1
8c841728,onExtend:1514041506000 0 0 5 ,1
be5c4030,onExtend:1514041566000 0 0 5 ,1
57206240,getTodayTotalDetailSteps = 1514040840000 # # 7189 # # 549659 # # 8661 # # 16256 # # 29600372 ,1
f6a0ea80,setTodayTotalDetailSteps=1514041560000 # # 7189 # # 549659 # # 8661 # # 16256 # # <*> ,3
39213ec1,onExtend:1514041627000 0 0 5 ,1
26bef8c4,getTodayTotalDetailSteps = 1514041560000 # # 7189 # # 549659 # # 8661 # # 16256 # # <*> ,5
c63dfc46,getTodaySportData mStepsRecordManager=com.huawei.health.g.c @ 8a2a501 ,6
44825d10,onExtend:1514041699000 0 0 5 ,1
00da7f64,<*> <*> <*> # # 7189 # # 549659 # # 8661 # # 16256 # # <*> ,2
53a7952b,onExtend:1514041722000 0 0 5 ,1
282d44d2,onExtend:1514041782000 0 0 5 ,1
bf7c2568,onExtend:1514041842000 0 0 5 ,1
bf3cd229,onExtend:1514041962000 0 0 5 ,1
a04bb76f,onExtend:1514042064000 0 0 5 ,1
80aa2a6b,getTodayTotalDetailSteps = 1514041980000 # # 7189 # # 549659 # # 8661 # # 16256 # # <*> ,3
7146d40d,setTodayTotalDetailSteps=1514041980000 # # <*> # # 549659 # # 8661 # # 16256 # # <*> ,7
d09767b0,onExtend:1514042082000 2 0 0 ,1
68e6dc23,calculateCaloriesWithCache totalCalories=130715 ,1
27eeedf7,REPORT : 7191 5134 154031 240 ,1
4553b969,onExtend:1514042082000 1 0 4 ,1
22644da5,getTodayTotalDetailSteps = 1514041980000 # # <*> # # 549659 # # 8661 # # 16256 # # <*> ,9
301d3756,calculateCaloriesWithCache totalCalories=130737 ,1
b1fe3197,REPORT : 7192 5135 154052 240 ,1
98a057b8,onStandStepChanged 3765 ,1
48d99cb9,onExtend:1514042083000 1 0 4 ,1
b66c5b96,calculateCaloriesWithCache totalCalories=130758 ,1
6b874f15,REPORT : 7193 5135 154074 240 ,1
f000e830,onExtend:1514042083000 3 0 4 ,1
fc7034d2,REPORT : 7196 5137 154138 240 ,1
cdbfd6ec,onStandStepChanged 3770 ,1
08930956,onExtend:1514042084000 2 0 4 ,2
2796da8d,calculateCaloriesWithCache totalCalories=130865 ,1
8c9104b9,REPORT : 7198 5139 154181 240 ,1
f5b88671,calculateCaloriesWithCache totalCalories=130908 ,1
483d3cc4,REPORT : 7200 5140 154223 240 ,1
bf0810ee,onStandStepChanged 3774 ,1
a0bb2b18,onExtend:1514042085000 2 0 4 ,1
f4b0a70f,REPORT : 7202 5142 154266 240 ,1
2fa40607,onExtend:1514042085000 3 0 4 ,1
b9113f15,calculateCaloriesWithCache totalCalories=131015 ,1
dfcf60d2,REPORT : 7205 5144 154331 240 ,1
23710257,onStandStepChanged 3780 ,1
d81dac72,onExtend:1514042086000 3 0 4 ,2
e319f446,REPORT : 7208 5146 154395 240 ,1
6bd81828,calculateCaloriesWithCache totalCalories=131144 ,1
4b854c9d,onStandStepChanged 3784 ,1
c1540581,onExtend:1514042087000 1 0 4 ,1
28e9a0c6,<*> = <*> # # <*> # # 549659 # # 8661 # # 16256 # # <*> ,6
3fb0d540,calculateCaloriesWithCache totalCalories=131165 ,1
74f02d22,onStandStepChanged 3786 ,68
2258fadc,onExtend:1514042088000 2 0 4 ,1
20a95143,setTodayTotalDetailSteps=1514041980000 # # 7214 # # 549659 # # 8661 # # 16256 # # <*> ,2
ad1d63c9,calculateCaloriesWithCache totalCalories=131208 ,40
8ee364a6,REPORT : 7214 5150 154523 240 ,3
ff75c36a,onExtend:1514042091000 0 0 0 ,1
4d68ade9,<*> # # 7214 # # 549659 # # 8661 # # 16256 # # <*> ,10
8660b684,onExtend:1514042205000 0 0 5 ,1
dd778d3f,onExtend:1514042265000 0 0 0 ,1
db65547e,getTodayTotalDetailSteps = <*> # # 7214 # # 549659 # # 8661 # # 16256 # # <*> ,11
9ba7a6d0,setTodayTotalDetailSteps=1514042160000 # # 7214 # # 549659 # # 8661 # # 16256 # # <*> ,4
c52682b8,onExtend:1514042261000 0 0 0 ,1
e52df8f1,getTodayTotalDetailSteps = 1514042160000 # # 7214 # # 549659 # # 8661 # # 16256 # # <*> ,4
93b14d1d,onExtend:1514042262000 0 0 0 ,2
a1a86bd5,onExtend:1514042360000 0 0 5 ,1
56eb9fa5,onExtend:1514042361000 0 0 0 ,1
ee9fc40b,onExtend:1514042595000 0 0 5 ,1
ee3fb561,setTodayTotalDetailSteps=1514042520000 # # 7214 # # 549659 # # 8661 # # 16256 # # 31239760 ,1
90892708,onExtend:1514042599000 0 0 0 ,1
2da30dfa,<*> <*> <*> # # <*> # # 549659 # # 8661 # # 16256 # # <*> ,2
ac51b759,setTodayTotalDetailSteps=1514042520000 # # 7214 # # 549659 # # 8661 # # 16256 # # 31243766 ,1
1d77c73f,onExtend:1514042944000 0 0 5 ,1
ebf1db9c,onExtend:1514043434000 0 0 5 ,1
83bfdbc6,setTodayTotalDetailSteps=1514043360000 # # 7214 # # 549659 # # 8661 # # 16256 # # <*> ,2
358a19ff,onExtend:1514043610000 0 0 5 ,1
a8c4e993,setTodayTotalDetailSteps=1514043540000 # # 7214 # # 549659 # # 8661 # # 16256 # # <*> ,2
f777549e,onExtend:1514043759000 0 0 0 ,1
84a66501,onExtend:1514043967000 0 0 5 ,1
fdf74b4a,<*> <*> <*> # # 7214 # # 549659 # # 8661 # # 16256 # # <*> ,2
dab329d1,onExtend:1514044249000 0 0 0 ,1
d05333dc,onExtend:1514044377000 0 0 5 ,1
11669f82,setTodayTotalDetailSteps=1514044320000 # # 7214 # # 549659 # # 8661 # # 16256 # # <*> ,9
c14de4d5,onExtend:1514044395000 0 0 5 ,1
fcfdee40,getTodayTotalDetailSteps = 1514044320000 # # 7214 # # 549659 # # 8661 # # 16256 # # <*> ,7
4cfe4036,onExtend:1514044405000 0 0 5 ,1
918432f7,onExtend:1514044420000 0 0 5 ,1
da425eda,onExtend:1514044431000 0 0 5 ,1
d3a4eac6,onExtend:1514044468000 0 0 5 ,1
f1a6469a,setTodayTotalDetailSteps=1514044380000 # # 7214 # # 549659 # # 8661 # # 16256 # # <*> ,6
ee6de2a4,onExtend:1514044469000 0 0 0 ,1
3e145b3d,getTodayTotalDetailSteps = 1514044380000 # # 7214 # # 549659 # # 8661 # # 16256 # # <*> ,8
36122c3b,onExtend:1514044474000 0 0 5 ,1
0ba59835,onExtend:1514044494000 0 0 5 ,1
12ccfe40,onExtend:1514044496000 0 0 0 ,1
dd36a57c,onExtend:1514044524000 0 0 5 ,1
b175654e,setTodayTotalDetailSteps=1514044500000 # # 7214 # # 549659 # # 8661 # # 16256 # # <*> ,4
fd1e9876,getTodayTotalDetailSteps = 1514044500000 # # 7214 # # 549659 # # 8661 # # 16256 # # <*> ,4
3106bd14,onExtend:1514044588000 0 0 5 ,1
77681288,onExtend:1514044654000 0 0 5 ,1
2e120923,onExtend:1514044662000 0 0 0 ,1
d5eb58a5,initEnviroument ,1
29cbbfd1,registersensorsuccess : true ,1
3d7fcd9c,clear ( ) ,1
9527b5c2,<*> <*> # # <*> # # <*> ,2
3a2e4c6b,getDiffTotalSteps= <*> # # 0 ,2
64813be2,getTodayTotalDetailSteps = 1514044560000 # # 7214 # # 549659 # # 8661 # # 16256 # # 33306763 ,2
e076f978,reload : 3786 restar 0 ,1
b4593e92,setTodayTotalDetailSteps=1514044740000 # # 0 # # 549659 # # 8661 # # 16256 # # 33444553 ,1
c691cab0,calculateCaloriesWithCache totalCalories=0 ,19
ca0e2d9d,calculateAltitudeWithCache totalAltitude=0 ,24
5537389b,REPORT : 0 0 0 0 ,1
c2e2102c,setGoalNotifiShownRecord 1514044800237 false ,1
504dbfd1,onExtend:1514044801000 0 0 0 ,1
79019f2a,getTodayTotalDetailSteps = 1514044740000 # # 0 # # 549659 # # 8661 # # 16256 # # 33444553 ,1
18cf2265,setTodayTotalDetailSteps=1514044740000 # # 0 # # 549659 # # 8661 # # 16256 # # 33444943 ,1
d6aedb34,getTodayTotalDetailSteps = 1514044740000 # # 0 # # 549659 # # 8661 # # 16256 # # 33444943 ,1
c2a6d118,<*> # # 0 # # 549659 # # 8661 # # 16256 # # <*> ,8
d7015aed,getTodayTotalDetailSteps = 1514044740000 # # 0 # # 549659 # # 8661 # # 16256 # # <*> ,2
41ca380d,setTodayTotalDetailSteps=1514045160000 # # 0 # # 549659 # # 8661 # # 16256 # # <*> ,4
4f22efc7,getTodayTotalDetailSteps = <*> # # 0 # # 549659 # # 8661 # # 16256 # # <*> ,13
eb8444c9,onExtend:1514045240000 0 0 5 ,1
64debc2a,onExtend:1514045344000 0 0 5 ,1
5507d7e3,setTodayTotalDetailSteps=1514045280000 # # 0 # # 549659 # # 8661 # # 16256 # # 33988760 ,1
0840347b,getTodayTotalDetailSteps = 1514045280000 # # 0 # # 549659 # # 8661 # # 16256 # # 33988760 ,1
d4b9807f,setTodayTotalDetailSteps=1514045280000 # # 0 # # 549659 # # 8661 # # 16256 # # 33990761 ,1
ce47d17f,onExtend:1514045374000 0 0 5 ,1
e75b361b,getTodayTotalDetailSteps = 1514045280000 # # 0 # # 549659 # # 8661 # # 16256 # # 33990761 ,1
b1265688,onExtend:1514045409000 0 0 5 ,1
509990a9,setTodayTotalDetailSteps=1514045340000 # # 0 # # 549659 # # 8661 # # 16256 # # <*> ,4
66e00e20,onExtend:1514046316000 0 0 5 ,1
3052e391,setTodayTotalDetailSteps=1514046240000 # # 0 # # 549659 # # 8661 # # 16256 # # <*> ,2
45ce5b08,onExtend:1514046505000 0 0 5 ,1
3bb42f50,<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> is <*> <*> is <*> ,1
