LineId,Time,Component,Pid,Content,EventId,EventTemplate
486,20171223-22:17:50:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7094##548574##8661##16256##27314468,f1d0c179,getTodayTotalDetailSteps <*> 
487,20171223-22:17:50:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7095##548575##8661##16256##27314968,69a87295,setTodayTotalDetailSteps <*> 
488,20171223-22:17:50:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128660,f3d2c97e,calculateCaloriesWithCache totalCalories <*> 
489,20171223-22:17:50:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1ef891b1,calculateAltitudeWithCache totalAltitude 240 
490,20171223-22:17:50:661,Step_StandReportReceiver,30002312,REPORT : 7095 5065 151974 240,e3c6f56b,REPORT : <*> <*> <*> 240 
491,20171223-22:17:50:849,Step_LSC,30002312,onStandStepChanged 3669,621ffb6e,onStandStepChanged <*> 
492,20171223-22:17:50:856,Step_LSC,30002312,onExtend:1514038671000 2 0 4,f10ad78b,<*> 2 0 4 
493,20171223-22:17:51:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7095##548575##8661##16256##27314968,f1d0c179,getTodayTotalDetailSteps <*> 
494,20171223-22:17:51:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7097##548576##8661##16256##27315469,69a87295,setTodayTotalDetailSteps <*> 
495,20171223-22:17:51:158,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128703,f3d2c97e,calculateCaloriesWithCache totalCalories <*> 
496,20171223-22:17:51:161,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1ef891b1,calculateAltitudeWithCache totalAltitude 240 
497,20171223-22:17:51:165,Step_StandReportReceiver,30002312,REPORT : 7097 5067 152017 240,e3c6f56b,REPORT : <*> <*> <*> 240 
498,20171223-22:17:51:362,Step_LSC,30002312,onStandStepChanged 3671,621ffb6e,onStandStepChanged <*> 
499,20171223-22:17:51:370,Step_LSC,30002312,onExtend:1514038672000 2 0 4,f10ad78b,<*> 2 0 4 
500,20171223-22:17:51:664,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7097##548576##8661##16256##27315469,f1d0c179,getTodayTotalDetailSteps <*> 
501,20171223-22:17:51:664,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7099##548577##8661##16256##27315983,69a87295,setTodayTotalDetailSteps <*> 
502,20171223-22:17:51:673,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128745,f3d2c97e,calculateCaloriesWithCache totalCalories <*> 
503,20171223-22:17:51:677,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1ef891b1,calculateAltitudeWithCache totalAltitude 240 
504,20171223-22:17:51:681,Step_StandReportReceiver,30002312,REPORT : 7099 5068 152060 240,e3c6f56b,REPORT : <*> <*> <*> 240 
505,20171223-22:17:51:848,Step_LSC,30002312,onStandStepChanged 3673,621ffb6e,onStandStepChanged <*> 
506,20171223-22:17:51:854,Step_LSC,30002312,onExtend:1514038672000 2 0 4,f10ad78b,<*> 2 0 4 
507,20171223-22:17:52:151,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7099##548577##8661##16256##27315983,f1d0c179,getTodayTotalDetailSteps <*> 
508,20171223-22:17:52:152,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7101##548578##8661##16256##27316470,69a87295,setTodayTotalDetailSteps <*> 
509,20171223-22:17:52:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128788,f3d2c97e,calculateCaloriesWithCache totalCalories <*> 
510,20171223-22:17:52:169,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1ef891b1,calculateAltitudeWithCache totalAltitude 240 
511,20171223-22:17:52:169,Step_StandReportReceiver,30002312,REPORT : 7101 5070 152103 240,e3c6f56b,REPORT : <*> <*> <*> 240 
512,20171223-22:17:52:848,Step_LSC,30002312,onStandStepChanged 3674,621ffb6e,onStandStepChanged <*> 
513,20171223-22:17:52:855,Step_LSC,30002312,onExtend:1514038673000 1 0 4,882504b1,<*> 1 0 4 
514,20171223-22:17:53:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7101##548578##8661##16256##27316470,f1d0c179,getTodayTotalDetailSteps <*> 
515,20171223-22:17:53:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7102##548579##8661##16256##27317468,69a87295,setTodayTotalDetailSteps <*> 
516,20171223-22:17:53:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128810,f3d2c97e,calculateCaloriesWithCache totalCalories <*> 
517,20171223-22:17:53:168,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1ef891b1,calculateAltitudeWithCache totalAltitude 240 
518,20171223-22:17:53:169,Step_StandReportReceiver,30002312,REPORT : 7102 5070 152124 240,e3c6f56b,REPORT : <*> <*> <*> 240 
519,20171223-22:17:53:849,Step_LSC,30002312,onStandStepChanged 3675,621ffb6e,onStandStepChanged <*> 
520,20171223-22:17:53:859,Step_LSC,30002312,onExtend:1514038674000 1 0 4,882504b1,<*> 1 0 4 
521,20171223-22:17:54:152,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7102##548579##8661##16256##27317468,f1d0c179,getTodayTotalDetailSteps <*> 
522,20171223-22:17:54:153,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7103##548580##8661##16256##27318472,69a87295,setTodayTotalDetailSteps <*> 
523,20171223-22:17:54:167,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128831,f3d2c97e,calculateCaloriesWithCache totalCalories <*> 
524,20171223-22:17:54:175,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1ef891b1,calculateAltitudeWithCache totalAltitude 240 
525,20171223-22:17:54:176,Step_StandReportReceiver,30002312,REPORT : 7103 5071 152146 240,e3c6f56b,REPORT : <*> <*> <*> 240 
526,20171223-22:17:54:849,Step_LSC,30002312,onStandStepChanged 3676,621ffb6e,onStandStepChanged <*> 
527,20171223-22:17:54:864,Step_LSC,30002312,onExtend:1514038675000 1 0 4,882504b1,<*> 1 0 4 
528,20171223-22:17:55:153,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7103##548580##8661##16256##27318472,f1d0c179,getTodayTotalDetailSteps <*> 
529,20171223-22:17:55:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7104##548581##8661##16256##27319473,69a87295,setTodayTotalDetailSteps <*> 
530,20171223-22:17:55:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128853,f3d2c97e,calculateCaloriesWithCache totalCalories <*> 
531,20171223-22:17:55:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1ef891b1,calculateAltitudeWithCache totalAltitude 240 
532,20171223-22:17:55:169,Step_StandReportReceiver,30002312,REPORT : 7104 5072 152167 240,e3c6f56b,REPORT : <*> <*> <*> 240 
533,20171223-22:17:55:348,Step_LSC,30002312,onStandStepChanged 3677,621ffb6e,onStandStepChanged <*> 
534,20171223-22:17:55:381,Step_LSC,30002312,onExtend:1514038676000 1 0 4,882504b1,<*> 1 0 4 
535,20171223-22:17:55:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7104##548581##8661##16256##27319473,f1d0c179,getTodayTotalDetailSteps <*> 
536,20171223-22:17:55:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7105##548582##8661##16256##27319968,69a87295,setTodayTotalDetailSteps <*> 
537,20171223-22:17:55:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128874,f3d2c97e,calculateCaloriesWithCache totalCalories <*> 
538,20171223-22:17:55:660,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1ef891b1,calculateAltitudeWithCache totalAltitude 240 
539,20171223-22:17:55:664,Step_StandReportReceiver,30002312,REPORT : 7105 5072 152189 240,e3c6f56b,REPORT : <*> <*> <*> 240 
540,20171223-22:17:56:349,Step_LSC,30002312,onStandStepChanged 3678,621ffb6e,onStandStepChanged <*> 
541,20171223-22:17:56:361,Step_LSC,30002312,onExtend:1514038677000 1 0 4,882504b1,<*> 1 0 4 
542,20171223-22:17:56:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7105##548582##8661##16256##27319968,f1d0c179,getTodayTotalDetailSteps <*> 
543,20171223-22:17:56:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7106##548583##8661##16256##27320969,69a87295,setTodayTotalDetailSteps <*> 
544,20171223-22:17:56:666,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128895,f3d2c97e,calculateCaloriesWithCache totalCalories <*> 
545,20171223-22:17:56:671,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1ef891b1,calculateAltitudeWithCache totalAltitude 240 
546,20171223-22:17:56:678,Step_StandReportReceiver,30002312,REPORT : 7106 5073 152210 240,e3c6f56b,REPORT : <*> <*> <*> 240 
547,20171223-22:17:57:349,Step_LSC,30002312,onStandStepChanged 3679,621ffb6e,onStandStepChanged <*> 
548,20171223-22:17:57:372,Step_LSC,30002312,onExtend:1514038678000 1 0 4,882504b1,<*> 1 0 4 
549,20171223-22:17:57:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7106##548583##8661##16256##27320969,f1d0c179,getTodayTotalDetailSteps <*> 
550,20171223-22:17:57:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7107##548584##8661##16256##27321969,69a87295,setTodayTotalDetailSteps <*> 
551,20171223-22:17:57:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128917,f3d2c97e,calculateCaloriesWithCache totalCalories <*> 
552,20171223-22:17:57:662,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1ef891b1,calculateAltitudeWithCache totalAltitude 240 
553,20171223-22:17:57:662,Step_StandReportReceiver,30002312,REPORT : 7107 5074 152231 240,e3c6f56b,REPORT : <*> <*> <*> 240 
554,20171223-22:17:57:849,Step_LSC,30002312,onStandStepChanged 3681,621ffb6e,onStandStepChanged <*> 
555,20171223-22:17:57:862,Step_LSC,30002312,onExtend:1514038678000 2 0 4,f10ad78b,<*> 2 0 4 
556,20171223-22:17:58:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7107##548584##8661##16256##27321969,f1d0c179,getTodayTotalDetailSteps <*> 
557,20171223-22:17:58:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7109##548585##8661##16256##27322469,69a87295,setTodayTotalDetailSteps <*> 
558,20171223-22:17:58:159,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128960,f3d2c97e,calculateCaloriesWithCache totalCalories <*> 
559,20171223-22:17:58:162,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1ef891b1,calculateAltitudeWithCache totalAltitude 240 
560,20171223-22:17:58:167,Step_StandReportReceiver,30002312,REPORT : 7109 5075 152274 240,e3c6f56b,REPORT : <*> <*> <*> 240 
561,20171223-22:17:59:858,Step_LSC,30002312,onStandStepChanged 3683,621ffb6e,onStandStepChanged <*> 
562,20171223-22:17:59:872,Step_LSC,30002312,onExtend:1514038680000 2 0 4,f10ad78b,<*> 2 0 4 
563,20171223-22:18:0:134,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,06a20828,processHandleBroadcastAction action:android.intent.action.TIME_TICK 
564,20171223-22:18:0:158,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7109##548585##8661##16256##27322469,f1d0c179,getTodayTotalDetailSteps <*> 
565,20171223-22:18:0:159,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7111##548640##8661##16256##27324478,69a87295,setTodayTotalDetailSteps <*> 
566,20171223-22:18:0:168,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129002,f3d2c97e,calculateCaloriesWithCache totalCalories <*> 
567,20171223-22:18:0:171,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1ef891b1,calculateAltitudeWithCache totalAltitude 240 
568,20171223-22:18:0:172,Step_StandReportReceiver,30002312,REPORT : 7111 5077 152317 240,e3c6f56b,REPORT : <*> <*> <*> 240 
569,20171223-22:18:1:349,Step_LSC,30002312,onStandStepChanged 3684,621ffb6e,onStandStepChanged <*> 
570,20171223-22:18:1:361,Step_LSC,30002312,onExtend:1514038682000 1 0 4,882504b1,<*> 1 0 4 
571,20171223-22:18:1:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7111##548640##8661##16256##27324478,f1d0c179,getTodayTotalDetailSteps <*> 
572,20171223-22:18:1:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7112##548695##8661##16256##27325968,69a87295,setTodayTotalDetailSteps <*> 
573,20171223-22:18:1:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129024,f3d2c97e,calculateCaloriesWithCache totalCalories <*> 
574,20171223-22:18:1:663,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1ef891b1,calculateAltitudeWithCache totalAltitude 240 
575,20171223-22:18:1:664,Step_StandReportReceiver,30002312,REPORT : 7112 5077 152339 240,e3c6f56b,REPORT : <*> <*> <*> 240 
576,20171223-22:18:2:349,Step_LSC,30002312,onStandStepChanged 3685,621ffb6e,onStandStepChanged <*> 
577,20171223-22:18:2:363,Step_LSC,30002312,onExtend:1514038683000 1 0 4,882504b1,<*> 1 0 4 
578,20171223-22:18:2:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7112##548695##8661##16256##27325968,f1d0c179,getTodayTotalDetailSteps <*> 
579,20171223-22:18:2:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7113##548750##8661##16256##27326969,69a87295,setTodayTotalDetailSteps <*> 
580,20171223-22:18:2:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129045,f3d2c97e,calculateCaloriesWithCache totalCalories <*> 
581,20171223-22:18:2:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1ef891b1,calculateAltitudeWithCache totalAltitude 240 
582,20171223-22:18:2:662,Step_StandReportReceiver,30002312,REPORT : 7113 5078 152360 240,e3c6f56b,REPORT : <*> <*> <*> 240 
583,20171223-22:18:5:351,Step_LSC,30002312,onStandStepChanged 3686,621ffb6e,onStandStepChanged <*> 
584,20171223-22:18:5:358,Step_LSC,30002312,onExtend:1514038686000 1 0 4,882504b1,<*> 1 0 4 
585,20171223-22:18:5:653,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7113##548750##8661##16256##27326969,f1d0c179,getTodayTotalDetailSteps <*> 
586,20171223-22:18:5:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7114##548805##8661##16256##27329972,69a87295,setTodayTotalDetailSteps <*> 
587,20171223-22:18:5:673,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129067,f3d2c97e,calculateCaloriesWithCache totalCalories <*> 
588,20171223-22:18:5:684,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1ef891b1,calculateAltitudeWithCache totalAltitude 240 
589,20171223-22:18:5:684,Step_StandReportReceiver,30002312,REPORT : 7114 5079 152381 240,e3c6f56b,REPORT : <*> <*> <*> 240 
590,20171223-22:18:5:849,Step_LSC,30002312,onStandStepChanged 3686,621ffb6e,onStandStepChanged <*> 
591,20171223-22:18:5:854,Step_LSC,30002312,onExtend:1514038686000 0 0 0,ff5c1e54,<*> 0 0 0 
592,20171223-22:18:6:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7114##548805##8661##16256##27329972,f1d0c179,getTodayTotalDetailSteps <*> 
593,20171223-22:18:6:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7114##548860##8661##16256##27330470,69a87295,setTodayTotalDetailSteps <*> 
594,20171223-22:18:6:164,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129067,f3d2c97e,calculateCaloriesWithCache totalCalories <*> 
595,20171223-22:18:6:168,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1ef891b1,calculateAltitudeWithCache totalAltitude 240 
596,20171223-22:19:0:138,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,06a20828,processHandleBroadcastAction action:android.intent.action.TIME_TICK 
597,20171223-22:19:7:854,Step_LSC,30002312,onStandStepChanged 3689,621ffb6e,onStandStepChanged <*> 
598,20171223-22:19:7:865,Step_LSC,30002312,onExtend:1514038748000 3 0 4,f75d64aa,<*> <*> 0 4 
599,20171223-22:19:8:155,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7114##548860##8661##16256##27330470,f1d0c179,getTodayTotalDetailSteps <*> 
600,20171223-22:19:8:156,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7117##548865##8661##16256##27392475,69a87295,setTodayTotalDetailSteps <*> 
601,20171223-22:19:8:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129131,f3d2c97e,calculateCaloriesWithCache totalCalories <*> 
602,20171223-22:19:8:165,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1ef891b1,calculateAltitudeWithCache totalAltitude 240 
603,20171223-22:19:8:167,Step_StandReportReceiver,30002312,REPORT : 7117 5081 152446 240,e3c6f56b,REPORT : <*> <*> <*> 240 
604,20171223-22:19:8:357,Step_LSC,30002312,onStandStepChanged 3694,621ffb6e,onStandStepChanged <*> 
605,20171223-22:19:8:365,Step_LSC,30002312,onExtend:1514038749000 5 0 4,f75d64aa,<*> <*> 0 4 
606,20171223-22:19:8:658,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7117##548865##8661##16256##27392475,f1d0c179,getTodayTotalDetailSteps <*> 
607,20171223-22:19:8:660,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7122##548870##8661##16256##27392978,69a87295,setTodayTotalDetailSteps <*> 
608,20171223-22:19:8:675,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129238,f3d2c97e,calculateCaloriesWithCache totalCalories <*> 
609,20171223-22:19:8:686,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1ef891b1,calculateAltitudeWithCache totalAltitude 240 
610,20171223-22:19:8:686,Step_StandReportReceiver,30002312,REPORT : 7122 5085 152553 240,e3c6f56b,REPORT : <*> <*> <*> 240 
611,20171223-22:19:8:849,Step_LSC,30002312,onStandStepChanged 3696,621ffb6e,onStandStepChanged <*> 
612,20171223-22:19:8:862,Step_LSC,30002312,onExtend:1514038749000 2 0 4,f10ad78b,<*> 2 0 4 
613,20171223-22:19:9:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7122##548870##8661##16256##27392978,f1d0c179,getTodayTotalDetailSteps <*> 
614,20171223-22:19:9:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7124##548875##8661##16256##27393470,69a87295,setTodayTotalDetailSteps <*> 
615,20171223-22:19:9:158,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129281,f3d2c97e,calculateCaloriesWithCache totalCalories <*> 
616,20171223-22:19:9:163,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1ef891b1,calculateAltitudeWithCache totalAltitude 240 
617,20171223-22:19:9:169,Step_StandReportReceiver,30002312,REPORT : 7124 5086 152596 240,e3c6f56b,REPORT : <*> <*> <*> 240 
618,20171223-22:19:9:348,Step_LSC,30002312,onStandStepChanged 3698,621ffb6e,onStandStepChanged <*> 
619,20171223-22:19:9:359,Step_LSC,30002312,onExtend:1514038750000 2 0 4,f10ad78b,<*> 2 0 4 
620,20171223-22:19:9:652,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7124##548875##8661##16256##27393470,f1d0c179,getTodayTotalDetailSteps <*> 
621,20171223-22:19:9:652,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7126##548880##8661##16256##27393971,69a87295,setTodayTotalDetailSteps <*> 
622,20171223-22:19:9:662,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129324,f3d2c97e,calculateCaloriesWithCache totalCalories <*> 
623,20171223-22:19:9:668,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1ef891b1,calculateAltitudeWithCache totalAltitude 240 
624,20171223-22:19:9:671,Step_StandReportReceiver,30002312,REPORT : 7126 5087 152638 240,e3c6f56b,REPORT : <*> <*> <*> 240 
625,20171223-22:19:9:849,Step_LSC,30002312,onStandStepChanged 3700,621ffb6e,onStandStepChanged <*> 
626,20171223-22:19:9:859,Step_LSC,30002312,onExtend:1514038750000 2 0 4,f10ad78b,<*> 2 0 4 
627,20171223-22:19:10:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7126##548880##8661##16256##27393971,f1d0c179,getTodayTotalDetailSteps <*> 
628,20171223-22:19:10:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7128##548885##8661##16256##27394469,69a87295,setTodayTotalDetailSteps <*> 
629,20171223-22:19:10:160,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129366,f3d2c97e,calculateCaloriesWithCache totalCalories <*> 
630,20171223-22:19:10:164,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1ef891b1,calculateAltitudeWithCache totalAltitude 240 
631,20171223-22:19:10:165,Step_StandReportReceiver,30002312,REPORT : 7128 5089 152681 240,e3c6f56b,REPORT : <*> <*> <*> 240 
632,20171223-22:19:10:348,Step_LSC,30002312,onStandStepChanged 3702,621ffb6e,onStandStepChanged <*> 
633,20171223-22:19:10:362,Step_LSC,30002312,onExtend:1514038751000 2 0 4,f10ad78b,<*> 2 0 4 
634,20171223-22:19:10:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7128##548885##8661##16256##27394469,f1d0c179,getTodayTotalDetailSteps <*> 
635,20171223-22:19:10:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7130##548890##8661##16256##27394969,69a87295,setTodayTotalDetailSteps <*> 
636,20171223-22:19:10:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129409,f3d2c97e,calculateCaloriesWithCache totalCalories <*> 
637,20171223-22:19:10:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1ef891b1,calculateAltitudeWithCache totalAltitude 240 
638,20171223-22:19:10:664,Step_StandReportReceiver,30002312,REPORT : 7130 5090 152724 240,e3c6f56b,REPORT : <*> <*> <*> 240 
639,20171223-22:19:10:848,Step_LSC,30002312,onStandStepChanged 3704,621ffb6e,onStandStepChanged <*> 
640,20171223-22:19:10:858,Step_LSC,30002312,onExtend:1514038751000 2 0 4,f10ad78b,<*> 2 0 4 
641,20171223-22:19:11:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7130##548890##8661##16256##27394969,f1d0c179,getTodayTotalDetailSteps <*> 
642,20171223-22:19:11:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7132##548895##8661##16256##27395468,69a87295,setTodayTotalDetailSteps <*> 
643,20171223-22:19:11:160,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129452,f3d2c97e,calculateCaloriesWithCache totalCalories <*> 
644,20171223-22:19:11:164,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1ef891b1,calculateAltitudeWithCache totalAltitude 240 
645,20171223-22:19:11:164,Step_StandReportReceiver,30002312,REPORT : 7132 5092 152767 240,e3c6f56b,REPORT : <*> <*> <*> 240 
646,20171223-22:19:11:349,Step_LSC,30002312,onStandStepChanged 3707,621ffb6e,onStandStepChanged <*> 
647,20171223-22:19:11:358,Step_LSC,30002312,onExtend:1514038752000 3 0 4,f75d64aa,<*> <*> 0 4 
648,20171223-22:19:11:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7132##548895##8661##16256##27395468,f1d0c179,getTodayTotalDetailSteps <*> 
649,20171223-22:19:11:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7135##548900##8661##16256##27395969,69a87295,setTodayTotalDetailSteps <*> 
650,20171223-22:19:11:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129516,f3d2c97e,calculateCaloriesWithCache totalCalories <*> 
651,20171223-22:19:11:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1ef891b1,calculateAltitudeWithCache totalAltitude 240 
652,20171223-22:19:11:661,Step_StandReportReceiver,30002312,REPORT : 7135 5094 152831 240,e3c6f56b,REPORT : <*> <*> <*> 240 
653,20171223-22:19:11:848,Step_LSC,30002312,onStandStepChanged 3711,621ffb6e,onStandStepChanged <*> 
654,20171223-22:19:11:857,Step_LSC,30002312,onExtend:1514038752000 4 0 4,b3a781a7,<*> 4 0 4 
655,20171223-22:19:12:153,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7135##548900##8661##16256##27395969,f1d0c179,getTodayTotalDetailSteps <*> 
656,20171223-22:19:12:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7139##548905##8661##16256##27396473,69a87295,setTodayTotalDetailSteps <*> 
657,20171223-22:19:12:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129602,f3d2c97e,calculateCaloriesWithCache totalCalories <*> 
658,20171223-22:19:12:165,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1ef891b1,calculateAltitudeWithCache totalAltitude 240 
659,20171223-22:19:12:167,Step_StandReportReceiver,30002312,REPORT : 7139 5097 152917 240,e3c6f56b,REPORT : <*> <*> <*> 240 
660,20171223-22:19:12:349,Step_LSC,30002312,onStandStepChanged 3712,621ffb6e,onStandStepChanged <*> 
661,20171223-22:19:12:364,Step_LSC,30002312,onExtend:1514038753000 1 0 4,882504b1,<*> 1 0 4 
662,20171223-22:19:12:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7139##548905##8661##16256##27396473,f1d0c179,getTodayTotalDetailSteps <*> 
663,20171223-22:19:12:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7140##548910##8661##16256##27396969,69a87295,setTodayTotalDetailSteps <*> 
664,20171223-22:19:12:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129623,f3d2c97e,calculateCaloriesWithCache totalCalories <*> 
665,20171223-22:19:12:662,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1ef891b1,calculateAltitudeWithCache totalAltitude 240 
666,20171223-22:19:12:663,Step_StandReportReceiver,30002312,REPORT : 7140 5097 152938 240,e3c6f56b,REPORT : <*> <*> <*> 240 
667,20171223-22:19:14:349,Step_LSC,30002312,onStandStepChanged 3726,621ffb6e,onStandStepChanged <*> 
668,20171223-22:19:14:363,Step_LSC,30002312,onExtend:1514038755000 14 0 4,f75d64aa,<*> <*> 0 4 
669,20171223-22:19:14:655,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7140##548910##8661##16256##27396969,f1d0c179,getTodayTotalDetailSteps <*> 
670,20171223-22:19:14:656,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7154##548915##8661##16256##27398975,69a87295,setTodayTotalDetailSteps <*> 
671,20171223-22:19:14:677,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129923,f3d2c97e,calculateCaloriesWithCache totalCalories <*> 
