LineId,Logrecord,Date,Time,Pid,Level,Component,ADDR,Content,EventId,EventTemplate
128,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:58.445,25776,INFO,nova.metadata.wsgi.server,-,"<*>.<*>.<*>.<*>,<*>.<*>.<*>.<*> ""GET /openstack/<*>-<*>-<*>/vendor_data.json HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",accd9bf4,< * > . < * > . < * > . < * > <*> < * > . < * > . < * > . < * > <*> <*> <*> < * > <*> < * > <*> < * > <*> <*> < * > . < * > <*> <*> : < * > <*> : < * > <*> : < * > . < * > 
129,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:58.766,25778,INFO,nova.metadata.wsgi.server,req-f1603c09-bec5-418f-9b75-0f3393afea8a - - - - -,"<*>.<*>.<*>.<*>,<*>.<*>.<*>.<*> ""GET /openstack/<*>-<*>-<*>/user_data HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",accd9bf4,< * > . < * > . < * > . < * > <*> < * > . < * > . < * > . < * > <*> <*> <*> < * > <*> < * > <*> < * > <*> <*> < * > . < * > <*> <*> : < * > <*> : < * > <*> : < * > . < * > 
130,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:59.100,25799,INFO,nova.metadata.wsgi.server,req-2d24fed7-3524-414c-9783-e3e042c71543 - - - - -,"<*>.<*>.<*>.<*>,<*>.<*>.<*>.<*> ""GET /openstack/<*>-<*>-<*>/meta_data.json HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",accd9bf4,< * > . < * > . < * > . < * > <*> < * > . < * > . < * > . < * > <*> <*> <*> < * > <*> < * > <*> < * > <*> <*> < * > . < * > <*> <*> : < * > <*> : < * > <*> : < * > . < * > 
131,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:59.114,25799,INFO,nova.metadata.wsgi.server,-,"<*>.<*>.<*>.<*>,<*>.<*>.<*>.<*> ""GET /openstack/<*>-<*>-<*>/meta_data.json HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",f6aeb84b,< * > . < * > . < * > . < * > <*> < * > . < * > . < * > . < * > <*> <*> <*> < * > <*> < * > <*> < * > <*> <*> < * > . < * > <*> <*> <*> < * > <*> <*> < * > <*> <*> < * > . < * > 
132,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:59.130,25799,INFO,nova.metadata.wsgi.server,-,"<*>.<*>.<*>.<*>,<*>.<*>.<*>.<*> ""GET /latest/meta-data/ HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",9f4a8072,< * > . < * > . < * > . < * > <*> < * > . < * > . < * > . < * > <*> <*> <*> <*> < * > . < * > <*> <*> : < * > <*> : < * > <*> : < * > . < * > 
133,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:59.145,25799,INFO,nova.metadata.wsgi.server,-,"<*>.<*>.<*>.<*>,<*>.<*>.<*>.<*> ""GET /latest/meta-data/block-device-mapping/ HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",9f4a8072,< * > . < * > . < * > . < * > <*> < * > . < * > . < * > . < * > <*> <*> <*> <*> < * > . < * > <*> <*> : < * > <*> : < * > <*> : < * > . < * > 
134,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:59.157,25776,INFO,nova.metadata.wsgi.server,-,"<*>.<*>.<*>.<*>,<*>.<*>.<*>.<*> ""GET /latest/meta-data/block-device-mapping/ami HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",9f4a8072,< * > . < * > . < * > . < * > <*> < * > . < * > . < * > . < * > <*> <*> <*> <*> < * > . < * > <*> <*> : < * > <*> : < * > <*> : < * > . < * > 
135,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:59.172,25776,INFO,nova.metadata.wsgi.server,-,"<*>.<*>.<*>.<*>,<*>.<*>.<*>.<*> ""GET /latest/meta-data/block-device-mapping/root HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",9f4a8072,< * > . < * > . < * > . < * > <*> < * > . < * > . < * > . < * > <*> <*> <*> <*> < * > . < * > <*> <*> : < * > <*> : < * > <*> : < * > . < * > 
136,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:59.410,25746,INFO,nova.osapi_compute.wsgi.server,req-d473bea3-588a-441a-8b2a-a137806f8786 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"<*>.<*>.<*>.<*> ""DELETE /v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/<*>abccce-<*>d<*>f-<*>e<*>-b<*>d<*>-<*>b<*>ab<*>e<*>b<*> HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",0a2912bc,< * > <*> < * > <*> < * > <*> < * > <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> : < * > <*> : < * > <*> : < * > <*> < * > 
137,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:00:59.446,2931,INFO,nova.compute.manager,req-d473bea3-588a-441a-8b2a-a137806f8786 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: <*>abccce-<*>d<*>f-<*>e<*>-b<*>d<*>-<*>b<*>ab<*>e<*>b<*>] Terminating instance,e834d3b7,<*> instance <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > - < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> instance 
138,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:59.567,25795,INFO,nova.metadata.wsgi.server,req-240372b7-bd9c-4cdd-977c-d2dc10bf8526 - - - - -,"<*>.<*>.<*>.<*>,<*>.<*>.<*>.<*> ""GET /latest/meta-data/placement/ HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",9f4a8072,< * > . < * > . < * > . < * > <*> < * > . < * > . < * > . < * > <*> <*> <*> <*> < * > . < * > <*> <*> : < * > <*> : < * > <*> : < * > . < * > 
139,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:59.678,25746,INFO,nova.osapi_compute.wsgi.server,req-0dd87940-76ef-4556-bfb6-3cb42c58fc82 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"<*>.<*>.<*>.<*> ""GET /v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",50aef15a,< * > . < * > . < * > . < * > <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> < * > . < * > <*> <*> : < * > <*> : < * > <*> : < * > . < * > 
140,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:00:59.733,2931,INFO,nova.compute.manager,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Running instance usage audit for host cp-<*>.slowvm<*>.tcloud-pg<*>.utah.cloudlab.us from <*>-<*>-<*> <*>:<*>:<*> to <*>-<*>-<*> <*>:<*>:<*>. <*> instances.,e5cab3be,<*> <*> <*> <*> for <*> cp- < * > .slowvm < * > .tcloud-pg < * > .utah.cloudlab.us <*> < * > <*> < * > <*> < * > < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > < * > <*> < * > <*> < * > <*> < * > <*> <*> 
141,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:00:59.739,2931,INFO,nova.virt.libvirt.driver,-,[instance: <*>abccce-<*>d<*>f-<*>e<*>-b<*>d<*>-<*>b<*>ab<*>e<*>b<*>] Instance destroyed successfully.,3b5cf203,<*> <*> <*> < * > <*> < * > d < * > <*> < * > <*> < * > <*> < * > d < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> <*> <*> <*> 
142,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:00.419,2931,INFO,nova.virt.libvirt.driver,req-d473bea3-588a-441a-8b2a-a137806f8786 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: <*>abccce-<*>d<*>f-<*>e<*>-b<*>d<*>-<*>b<*>ab<*>e<*>b<*>] Deleting instance files /var/lib/nova/instances/<*>abccce-<*>d<*>f-<*>e<*>-b<*>d<*>-<*>b<*>ab<*>e<*>b<*>_del,73e4dabe,<*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > - < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > - < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> 
143,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:00.421,2931,INFO,nova.virt.libvirt.driver,req-d473bea3-588a-441a-8b2a-a137806f8786 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: <*>abccce-<*>d<*>f-<*>e<*>-b<*>d<*>-<*>b<*>ab<*>e<*>b<*>] Deletion of /var/lib/nova/instances/<*>abccce-<*>d<*>f-<*>e<*>-b<*>d<*>-<*>b<*>ab<*>e<*>b<*>_del complete,990c4816,<*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > - < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > - < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> 
144,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:00.563,2931,INFO,nova.compute.manager,req-d473bea3-588a-441a-8b2a-a137806f8786 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: <*>abccce-<*>d<*>f-<*>e<*>-b<*>d<*>-<*>b<*>ab<*>e<*>b<*>] Took <*>.<*> seconds to destroy the instance on the hypervisor.,756eeddb,<*> instance <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> < * > . < * > <*> <*> <*> the instance <*> the <*> . 
145,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:01.033,25746,INFO,nova.osapi_compute.wsgi.server,req-a9b72c1a-65a9-44a5-bcb3-db8c2aa6d404 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"<*>.<*>.<*>.<*> ""GET /v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",1c04642e,< * > . < * > . < * > . < * > <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> < * > . < * > <*> <*> <*> < * > <*> <*> < * > <*> <*> < * > . < * > 
146,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:01.080,2931,INFO,nova.compute.manager,req-d473bea3-588a-441a-8b2a-a137806f8786 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: <*>abccce-<*>d<*>f-<*>e<*>-b<*>d<*>-<*>b<*>ab<*>e<*>b<*>] Took <*>.<*> seconds to deallocate network for instance.,ace508be,<*> instance <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> < * > . < * > <*> <*> <*> <*> <*> instance . 
147,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:01.698,2931,WARNING,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Unknown base file: /var/lib/nova/instances/_base/a<*>c<*>f<*>c<*>da<*>b<*>c<*>bb<*>ac<*>e<*>,d9df08b1,<*> <*> <*> <*> <*> < * > c < * > <*> < * > c < * > <*> < * > <*> < * > c < * > <*> < * > <*> < * > <*> < * > 
148,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:01.699,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Removable base files: /var/lib/nova/instances/_base/a<*>c<*>f<*>c<*>da<*>b<*>c<*>bb<*>ac<*>e<*>,d9df08b1,<*> <*> <*> <*> <*> < * > c < * > <*> < * > c < * > <*> < * > <*> < * > c < * > <*> < * > <*> < * > <*> < * > 
149,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:01.700,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Removing base or swap file: /var/lib/nova/instances/_base/a<*>c<*>f<*>c<*>da<*>b<*>c<*>bb<*>ac<*>e<*>,d9b640d4,<*> <*> <*> <*> <*> <*> <*> < * > c < * > <*> < * > c < * > <*> < * > <*> < * > c < * > <*> < * > <*> < * > <*> < * > 
150,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:02.141,25746,INFO,nova.osapi_compute.wsgi.server,req-cd5e40af-8fe5-4bd7-ae38-b5fb546d31ff 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"<*>.<*>.<*>.<*> ""GET /v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",50aef15a,< * > . < * > . < * > . < * > <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> < * > . < * > <*> <*> : < * > <*> : < * > <*> : < * > . < * > 
151,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:03.114,25746,INFO,nova.api.openstack.wsgi,req-fff6fe1a-cbb6-4b38-806a-afee069d7c13 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,HTTP exception thrown: No instances found for any event,e44e2fcb,HTTP exception thrown : No instances found for any event 
152,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:03.116,25746,INFO,nova.osapi_compute.wsgi.server,req-fff6fe1a-cbb6-4b38-806a-afee069d7c13 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,"<*>.<*>.<*>.<*> ""POST /v<*>/e<*>ac<*>c<*>b<*>a<*>e<*>f<*>a<*>/os-server-external-events HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",50aef15a,< * > . < * > . < * > . < * > <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> < * > . < * > <*> <*> : < * > <*> : < * > <*> : < * > . < * > 
153,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:12.693,25746,INFO,nova.osapi_compute.wsgi.server,req-97fcea79-42f7-4241-9b9e-63fe193c1929 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"<*>.<*>.<*>.<*> ""POST /v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",50aef15a,< * > . < * > . < * > . < * > <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> < * > . < * > <*> <*> : < * > <*> : < * > <*> : < * > . < * > 
154,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:12.885,25746,INFO,nova.osapi_compute.wsgi.server,req-4e83daf7-a24c-4ab4-96ff-1da5848255ad 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"<*>.<*>.<*>.<*> ""GET /v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",50aef15a,< * > . < * > . < * > . < * > <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> < * > . < * > <*> <*> : < * > <*> : < * > <*> : < * > . < * > 
155,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:12.998,2931,INFO,nova.compute.claims,req-97fcea79-42f7-4241-9b9e-63fe193c1929 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: b<*>ef<*>-ba<*>d-<*>ae-bf<*>a-<*>cba<*>a<*>] Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU",9e964a4a,<*> <*> : <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> <*> : <*> < * > <*> <*> <*> < * > <*> <*> <*> < * > <*> 
156,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:12.999,2931,INFO,nova.compute.claims,req-97fcea79-42f7-4241-9b9e-63fe193c1929 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: b<*>ef<*>-ba<*>d-<*>ae-bf<*>a-<*>cba<*>a<*>] Total memory: <*> MB, used: <*>.<*> MB",ed1662d2,<*> <*> : <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> <*> : < * > <*> <*> <*> : < * > <*> < * > <*> 
157,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:12.999,2931,INFO,nova.compute.claims,req-97fcea79-42f7-4241-9b9e-63fe193c1929 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: b<*>ef<*>-ba<*>d-<*>ae-bf<*>a-<*>cba<*>a<*>] memory limit: <*>.<*> MB, free: <*>.<*> MB",a953d5c4,<*> <*> : <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> <*> : < * > <*> < * > <*> <*> <*> : < * > <*> < * > <*> 
158,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:13.000,2931,INFO,nova.compute.claims,req-97fcea79-42f7-4241-9b9e-63fe193c1929 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: b<*>ef<*>-ba<*>d-<*>ae-bf<*>a-<*>cba<*>a<*>] Total disk: <*> GB, used: <*>.<*> GB",8986bb22,<*> <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> <*> <*> < * > <*> <*> <*> <*> < * > <*> < * > <*> 
159,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:13.000,2931,INFO,nova.compute.claims,req-97fcea79-42f7-4241-9b9e-63fe193c1929 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: b<*>ef<*>-ba<*>d-<*>ae-bf<*>a-<*>cba<*>a<*>] disk limit not specified, defaulting to unlimited",25fd50e9,<*> <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> <*> <*> <*> <*> <*> <*> <*> 
160,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:13.001,2931,INFO,nova.compute.claims,req-97fcea79-42f7-4241-9b9e-63fe193c1929 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: b<*>ef<*>-ba<*>d-<*>ae-bf<*>a-<*>cba<*>a<*>] Total vcpu: <*> VCPU, used: <*>.<*> VCPU",ed1662d2,<*> <*> : <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> <*> : < * > <*> <*> <*> : < * > <*> < * > <*> 
161,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:13.002,2931,INFO,nova.compute.claims,req-97fcea79-42f7-4241-9b9e-63fe193c1929 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: b<*>ef<*>-ba<*>d-<*>ae-bf<*>a-<*>cba<*>a<*>] vcpu limit not specified, defaulting to unlimited",b928b438,<*> <*> : <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> <*> <*> <*> <*> <*> <*> <*> 
162,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:13.033,2931,INFO,nova.compute.claims,req-97fcea79-42f7-4241-9b9e-63fe193c1929 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: b<*>ef<*>-ba<*>d-<*>ae-bf<*>a-<*>cba<*>a<*>] Claim successful,f91b9081,<*> <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> <*> 
163,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:13.086,25746,INFO,nova.osapi_compute.wsgi.server,req-b7948826-c8b0-4d2c-9933-1580f19fdf93 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"<*>.<*>.<*>.<*> ""GET /v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",50aef15a,< * > . < * > . < * > . < * > <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> < * > . < * > <*> <*> : < * > <*> : < * > <*> : < * > . < * > 
164,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:13.179,2931,INFO,nova.compute.resource_tracker,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Auditing locally available compute resources for node cp-<*>.slowvm<*>.tcloud-pg<*>.utah.cloudlab.us,f01ac742,Auditing locally available compute resources for node cp- < * > .slowvm < * > .tcloud-pg < * > .utah.cloudlab.us 
165,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:13.291,25746,INFO,nova.osapi_compute.wsgi.server,req-9bc8b0af-864a-421b-a2bc-b0472952e7c1 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"<*>.<*>.<*>.<*> ""GET /v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/b<*>ef<*>-ba<*>d-<*>ae-bf<*>a-<*>cba<*>a<*> HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",d422083a,< * > <*> < * > <*> < * > <*> < * > <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> <*> < * > <*> <*> < * > <*> <*> < * > <*> < * > 
166,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:13.569,2931,INFO,nova.compute.resource_tracker,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"Total usable vcpus: <*>, total allocated vcpus: <*>",7361e749,"Total usable vcpus : < * > , total allocated vcpus : < * > "
167,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:13.570,2931,INFO,nova.compute.resource_tracker,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Final resource view: name=cp-<*>.slowvm<*>.tcloud-pg<*>.utah.cloudlab.us phys_ram=<*>MB used_ram=<*>MB phys_disk=<*>GB used_disk=<*>GB total_vcpus=<*> used_vcpus=<*> pci_stats=[],5e914761,<*> <*> <*> <*> <*> < * > <*> < * > <*> < * > <*> <*> < * > MB <*> < * > MB <*> < * > GB <*> < * > GB <*> < * > <*> < * > <*> <*> <*> 
168,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:13.623,2931,INFO,nova.virt.libvirt.driver,req-97fcea79-42f7-4241-9b9e-63fe193c1929 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: b<*>ef<*>-ba<*>d-<*>ae-bf<*>a-<*>cba<*>a<*>] Creating image,f91b9081,<*> <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> <*> 
169,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:13.632,2931,INFO,nova.compute.resource_tracker,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Compute_service record updated for cp-<*>.slowvm<*>.tcloud-pg<*>.utah.cloudlab.us:cp-<*>.slowvm<*>.tcloud-pg<*>.utah.cloudlab.us,2f0d3374,<*> <*> <*> <*> cp- < * > .slowvm < * > .tcloud-pg < * > .utah.cloudlab.us : cp- < * > .slowvm < * > .tcloud-pg < * > .utah.cloudlab.us 
170,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:14.560,25746,INFO,nova.osapi_compute.wsgi.server,req-b543ced1-368e-4997-bd19-bfe484087365 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"<*>.<*>.<*>.<*> ""GET /v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",50aef15a,< * > . < * > . < * > . < * > <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> < * > . < * > <*> <*> : < * > <*> : < * > <*> : < * > . < * > 
171,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:14.735,2931,INFO,nova.compute.manager,-,[instance: <*>abccce-<*>d<*>f-<*>e<*>-b<*>d<*>-<*>b<*>ab<*>e<*>b<*>] VM Stopped (Lifecycle Event),2861ac82,<*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > - < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> <*> <*> <*> <*> <*> 
172,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:14.819,25746,INFO,nova.osapi_compute.wsgi.server,req-428f28af-b5be-46d2-a334-c261235ec80d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"<*>.<*>.<*>.<*> ""GET /v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",50aef15a,< * > . < * > . < * > . < * > <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> < * > . < * > <*> <*> : < * > <*> : < * > <*> : < * > . < * > 
