LineId,Time,Program,Content,EventId,EventTemplate
287,10.30 17:35:13,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 519 bytes sent, 313 bytes received, lifetime 00:01",22e1fdd7,"proxy.cse.cuhk.edu.hk:5070 close , <*> bytes sent , <*> bytes received , lifetime 00:01 "
288,10.30 17:35:57,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
289,10.30 17:35:57,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
290,10.30 17:35:58,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 415 bytes sent, 599 bytes received, lifetime 00:04",b0f9b9a9,"proxy.cse.cuhk.edu.hk:5070 close , <*> bytes sent , <*> bytes received , lifetime 00:04 "
291,10.30 17:35:58,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 5248 bytes (5.12 <*>) sent, 1114 bytes (1.08 <*>) received, lifetime <1 sec",2e3348c9,"proxy.cse.cuhk.edu.hk:5070 close , <*> bytes ( <*> < * > ) sent , <*> bytes ( 1.08 < * > ) received , lifetime < 1 sec "
292,10.30 17:35:58,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
293,10.30 17:35:58,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
294,10.30 17:35:59,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
295,10.30 17:35:59,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1006 bytes sent, 6198 bytes (6.05 <*>) received, lifetime 00:01",ea18b29b,"proxy.cse.cuhk.edu.hk:5070 close , <*> bytes sent , <*> bytes ( <*> < * > ) received , lifetime 00:01 "
296,10.30 17:35:59,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 811 bytes sent, 186 bytes received, lifetime 00:01",22e1fdd7,"proxy.cse.cuhk.edu.hk:5070 close , <*> bytes sent , <*> bytes received , lifetime 00:01 "
297,10.30 17:35:59,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
298,10.30 17:36:00,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",dcd2460c,"proxy.cse.cuhk.edu.hk:5070 close , 0 bytes sent , 0 bytes received , lifetime < 1 sec "
299,10.30 17:36:00,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 811 bytes sent, 186 bytes received, lifetime 00:02",fc90aae1,"proxy.cse.cuhk.edu.hk:5070 close , <*> bytes sent , <*> bytes received , lifetime <*> "
300,10.30 17:36:00,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
301,10.30 17:36:01,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
302,10.30 17:36:01,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 860 bytes sent, 3314 bytes (3.23 <*>) received, lifetime 00:01",ea18b29b,"proxy.cse.cuhk.edu.hk:5070 close , <*> bytes sent , <*> bytes ( <*> < * > ) received , lifetime 00:01 "
303,10.30 17:36:01,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
304,10.30 17:36:01,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1986 bytes (1.93 <*>) sent, 1180 bytes (1.15 <*>) received, lifetime <1 sec",c3bf588f,"proxy.cse.cuhk.edu.hk:5070 close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime < 1 sec "
305,10.30 17:36:02,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
306,10.30 17:36:02,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
307,10.30 17:36:11,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 463 bytes sent, 426 bytes received, lifetime 00:09",fc90aae1,"proxy.cse.cuhk.edu.hk:5070 close , <*> bytes sent , <*> bytes received , lifetime <*> "
308,10.30 17:36:13,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1060 bytes (1.03 <*>) sent, 358 bytes received, lifetime 00:11",f177cab9,"proxy.cse.cuhk.edu.hk:5070 close , <*> bytes ( <*> < * > ) sent , <*> bytes received , lifetime <*> "
309,10.30 17:36:15,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
310,10.30 17:36:18,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 592 bytes sent, 4760 bytes (4.64 <*>) received, lifetime 00:16",f6b232d3,"proxy.cse.cuhk.edu.hk:5070 close , 592 bytes sent , 4760 bytes ( 4.64 < * > ) received , lifetime 00:16 "
311,10.30 17:36:18,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 592 bytes sent, 4760 bytes (4.64 <*>) received, lifetime 00:16",f6b232d3,"proxy.cse.cuhk.edu.hk:5070 close , 592 bytes sent , 4760 bytes ( 4.64 < * > ) received , lifetime 00:16 "
312,10.30 17:36:23,WeChat.exe,"proxy.cse.cuhk.edu.hk:5070 close, 435 bytes sent, 353 bytes received, lifetime <1 sec",c1f32d49,"proxy.cse.cuhk.edu.hk:5070 close , <*> bytes sent , <*> bytes received , lifetime < 1 sec "
313,10.30 17:37:05,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 2800 bytes (2.73 <*>) sent, 17757 bytes (17.3 <*>) received, lifetime 01:07",7a347c28,"proxy.cse.cuhk.edu.hk:5070 close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
314,10.30 17:37:12,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
315,10.30 17:37:21,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1457 bytes (1.42 <*>) sent, 5146 bytes (5.02 <*>) received, lifetime 00:10",7a347c28,"proxy.cse.cuhk.edu.hk:5070 close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
316,10.30 17:37:22,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 494 bytes sent, 2218 bytes (2.16 <*>) received, lifetime 00:01",ea18b29b,"proxy.cse.cuhk.edu.hk:5070 close , <*> bytes sent , <*> bytes ( <*> < * > ) received , lifetime 00:01 "
317,10.30 17:37:26,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
318,10.30 17:37:27,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
319,10.30 17:37:50,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
320,10.30 17:37:50,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 4567 bytes (4.45 <*>) sent, 1432 bytes (1.39 <*>) received, lifetime 00:29",7a347c28,"proxy.cse.cuhk.edu.hk:5070 close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
321,10.30 17:37:50,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
322,10.30 17:37:50,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
323,10.30 17:37:51,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 492 bytes sent, 2898 bytes (2.83 <*>) received, lifetime 00:01",ea18b29b,"proxy.cse.cuhk.edu.hk:5070 close , <*> bytes sent , <*> bytes ( <*> < * > ) received , lifetime 00:01 "
324,10.30 17:37:52,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",969f9027,"proxy.cse.cuhk.edu.hk:5070 close , 0 bytes sent , 0 bytes received , lifetime 00:01 "
325,10.30 17:37:53,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
326,10.30 17:37:53,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
327,10.30 17:37:54,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
328,10.30 17:37:54,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
329,10.30 17:37:55,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",dcd2460c,"proxy.cse.cuhk.edu.hk:5070 close , 0 bytes sent , 0 bytes received , lifetime < 1 sec "
330,10.30 17:37:56,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:03",905f884f,"proxy.cse.cuhk.edu.hk:5070 close , 0 bytes sent , 0 bytes received , lifetime 00:03 "
331,10.30 17:37:56,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:03",905f884f,"proxy.cse.cuhk.edu.hk:5070 close , 0 bytes sent , 0 bytes received , lifetime 00:03 "
332,10.30 17:37:56,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
333,10.30 17:37:57,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
334,10.30 17:38:06,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
335,10.30 17:38:07,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1736 bytes (1.69 <*>) sent, 48536 bytes (47.3 <*>) received, lifetime 00:01",a370aec3,"proxy.cse.cuhk.edu.hk:5070 close , 1736 bytes ( 1.69 < * > ) sent , 48536 bytes ( 47.3 < * > ) received , lifetime 00:01 "
336,10.30 17:38:13,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 793 bytes sent, 180 bytes received, lifetime 00:20",fc90aae1,"proxy.cse.cuhk.edu.hk:5070 close , <*> bytes sent , <*> bytes received , lifetime <*> "
337,10.30 17:38:22,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
338,10.30 17:38:49,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
339,10.30 17:38:59,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 2017 bytes (1.96 <*>) sent, 52284 bytes (51.0 <*>) received, lifetime 00:02",c6ab5e37,"proxy.cse.cuhk.edu.hk:5070 close , 2017 bytes ( 1.96 < * > ) sent , 52284 bytes ( 51.0 < * > ) received , lifetime 00:02 "
340,10.30 17:39:00,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 595 bytes sent, 269 bytes received, lifetime 00:01",22e1fdd7,"proxy.cse.cuhk.edu.hk:5070 close , <*> bytes sent , <*> bytes received , lifetime 00:01 "
341,10.30 17:39:01,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",969f9027,"proxy.cse.cuhk.edu.hk:5070 close , 0 bytes sent , 0 bytes received , lifetime 00:01 "
342,10.30 17:39:15,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1987 bytes (1.94 <*>) sent, 51801 bytes (50.5 <*>) received, lifetime 00:01",7a347c28,"proxy.cse.cuhk.edu.hk:5070 close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
343,10.30 17:39:15,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
344,10.30 17:39:18,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1990 bytes (1.94 <*>) sent, 23862 bytes (23.3 <*>) received, lifetime 00:03",7a347c28,"proxy.cse.cuhk.edu.hk:5070 close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
345,10.30 17:39:19,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
346,10.30 17:39:23,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
347,10.30 17:39:23,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
348,10.30 17:40:01,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
349,10.30 17:40:03,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
350,10.30 17:40:03,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 5065 bytes (4.94 <*>) sent, 2368 bytes (2.31 <*>) received, lifetime 00:48",7a347c28,"proxy.cse.cuhk.edu.hk:5070 close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
351,10.30 17:40:03,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 877 bytes sent, 507 bytes received, lifetime 00:48",fc90aae1,"proxy.cse.cuhk.edu.hk:5070 close , <*> bytes sent , <*> bytes received , lifetime <*> "
352,10.30 17:40:03,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1714 bytes (1.67 <*>) sent, 865 bytes received, lifetime 02:07",f177cab9,"proxy.cse.cuhk.edu.hk:5070 close , <*> bytes ( <*> < * > ) sent , <*> bytes received , lifetime <*> "
353,10.30 17:40:03,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 2697 bytes (2.63 <*>) sent, 14638 bytes (14.2 <*>) received, lifetime 02:09",7a347c28,"proxy.cse.cuhk.edu.hk:5070 close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
354,10.30 17:40:03,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
355,10.30 17:40:03,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
356,10.30 17:40:03,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
357,10.30 17:40:05,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
358,10.30 17:40:06,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
359,10.30 17:40:06,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
360,10.30 17:40:07,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",969f9027,"proxy.cse.cuhk.edu.hk:5070 close , 0 bytes sent , 0 bytes received , lifetime 00:01 "
361,10.30 17:40:07,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 574 bytes sent, 4489 bytes (4.38 <*>) received, lifetime 00:04",da891d2f,"proxy.cse.cuhk.edu.hk:5070 close , <*> bytes sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
362,10.30 17:40:07,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
363,10.30 17:40:07,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
364,10.30 17:40:07,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
365,10.30 17:40:07,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
366,10.30 17:40:07,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
367,10.30 17:40:07,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",dcd2460c,"proxy.cse.cuhk.edu.hk:5070 close , 0 bytes sent , 0 bytes received , lifetime < 1 sec "
368,10.30 17:40:08,putty.exe,"183.62.156.108:22 close, 89652 bytes (87.5 <*>) sent, 599249 bytes (585 <*>) received, lifetime 37:51",7c2b27b6,"<*> close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
369,10.30 17:40:21,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
370,10.30 17:40:21,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:02",64dbde9e,"proxy.cse.cuhk.edu.hk:5070 close , 0 bytes sent , 0 bytes received , lifetime 00:02 "
371,10.30 17:40:21,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
372,10.30 17:40:21,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
373,10.30 17:40:21,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
374,10.30 17:40:21,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
375,10.30 17:40:22,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1015 bytes sent, 590 bytes received, lifetime 00:01",22e1fdd7,"proxy.cse.cuhk.edu.hk:5070 close , <*> bytes sent , <*> bytes received , lifetime 00:01 "
376,10.30 17:40:22,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
377,10.30 17:40:36,Wiz.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1417 bytes (1.38 <*>) sent, 4631 bytes (4.52 <*>) received, lifetime 01:05",7a347c28,"proxy.cse.cuhk.edu.hk:5070 close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
378,10.30 17:42:54,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
379,10.30 17:42:58,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
380,10.30 17:42:58,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
381,10.30 17:42:59,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 715 bytes sent, 4417 bytes (4.31 <*>) received, lifetime 00:05",da891d2f,"proxy.cse.cuhk.edu.hk:5070 close , <*> bytes sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
382,10.30 17:43:01,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 8673 bytes (8.46 <*>) sent, 116640 bytes (113 <*>) received, lifetime 02:55",7a347c28,"proxy.cse.cuhk.edu.hk:5070 close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
383,10.30 17:43:01,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1731 bytes (1.69 <*>) sent, 864 bytes received, lifetime 02:53",f177cab9,"proxy.cse.cuhk.edu.hk:5070 close , <*> bytes ( <*> < * > ) sent , <*> bytes received , lifetime <*> "
384,10.30 17:45:58,WeChat.exe,182.254.114.110:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,6761b144,<*> open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
385,10.30 17:46:23,QQ.exe,tcpconn.tencent.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,e781b8a4,tcpconn.tencent.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
386,10.30 17:46:23,QQ.exe,"tcpconn3.tencent.com:80 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",5ab6adcc,"<*> close , 0 bytes sent , 0 bytes received , lifetime < 1 sec "
387,10.30 17:46:23,QQ.exe,183.60.49.182:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,c492983f,183.60.49.182:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
388,10.30 17:46:38,QQ.exe,"tcpconn6.tencent.com:443 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",5ab6adcc,"<*> close , 0 bytes sent , 0 bytes received , lifetime < 1 sec "
