LineId,Month,Date,Time,User,Component,PID,Address,Content,EventId,EventTemplate
339,Jul,2,22:24:03,authorMacBook-Pro,kernel,0,,ARPT: 669592.164786: AQM agg params 0xfc0 maxlen hi/lo 0x0 0xffff minlen 0x0 adjlen 0x0,be8b0a2c,<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
340,Jul,2,22:24:04,authorMacBook-Pro,corecaptured,32877,,Received Capture Event,830e5374,Received Capture Event 
341,Jul,2,22:24:14,authorMacBook-Pro,UserEventAgent,43,,Captive: CNPluginHandler en0: Evaluating,b63e88e2,<*> <*> <*> Evaluating 
342,Jul,2,22:24:15,authorMacBook-Pro,kernel,0,,Sandbox: QQ(10018) deny(1) mach-lookup <*>,347334c7,<*> <*> <*> <*> <*> 
343,Jul,2,22:24:18,authorMacBook-Pro,com.apple.AddressBook.InternetAccountsBridge,32885,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 1,20202d4a,<*> <*> <*> No of <*> <*> 
344,Jul,2,22:24:25,authorMacBook-Pro,kernel,0,,Sandbox: <*>(32885) deny(1) network-outbound /private/var/run/mDNSResponder,347334c7,<*> <*> <*> <*> <*> 
345,Jul,2,22:24:43,authorMacBook-Pro,corecaptured,32877,,CCFile::captureLogRun() Exiting CCFile::captureLogRun,4000d3f8,<*> Exiting <*> 
346,Jul,2,22:32:34,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[22:32:34.846] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,aa3d6c90,<*> <*> Boss <*> <*> unexpected <*> notification 
347,Jul,2,22:44:55,authorMacBook-Pro,locationd,82,,Location icon should now be in state 'Active',a7fa6f3e,Location icon should now be in state <*> 
348,Jul,2,23:21:43,authorMacBook-Pro,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 12 unplug = 0,ee3e81a2,<*> <*> Thunderbolt HPD packet for route <*> port <*> unplug <*> 
349,Jul,2,23:22:08,authorMacBook-Pro,kernel,0,,ARPT: 671682.028482: wl0: MDNS: IPV6 Addr: fe80:0:0:0:c6b3:1ff:fecd:467f,3908b381,<*> <*> <*> <*> <*> <*> <*> 
350,Jul,2,23:22:10,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,b5f6193c,<*> <*> <*> <*> 
351,Jul,2,23:35:17,authorMacBook-Pro,kernel,0,,AppleThunderboltNHIType2::prePCIWake - power up complete - took 2 us,f7bafb2a,<*> <*> power up complete <*> took <*> us 
352,Jul,2,23:35:17,authorMacBook-Pro,kernel,0,,AirPort: Link Down on awdl0. Reason 1 (Unspecified).,be7e9ffb,<*> Link Down on <*> Reason <*> <*> 
353,Jul,2,23:35:17,authorMacBook-Pro,syslogd,44,,ASL Sender Statistics,6bdfcbb9,ASL Sender Statistics 
354,Jul,2,23:35:17,authorMacBook-Pro,kernel,0,,AppleThunderboltGenericHAL::earlyWake - complete - took 1 milliseconds,a0e45ae0,<*> <*> complete <*> took <*> milliseconds 
355,Jul,2,23:35:21,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,b5f6193c,<*> <*> <*> <*> 
356,Jul,2,23:48:54,authorMacBook-Pro,secd,276,,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=<*> Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}",f7ca109a,<*> sync with device <*> Error Domain <*> Code <*> <*> identity not <*> <*> <*> Account identity not <*> 
357,Jul,3,00:02:22,authorMacBook-Pro,kernel,0,,Bluetooth -- LE is supported - Disable LE meta event,258ad3fe,Bluetooth <*> LE is supported <*> Disable LE meta event 
358,Jul,3,00:02:22,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,b5f6193c,<*> <*> <*> <*> 
359,Jul,3,00:02:27,authorMacBook-Pro,Safari,9852,,tcp_connection_tls_session_error_callback_imp 2115 __tcp_connection_tls_session_callback_write_block_invoke.434 error 22,aaafdb8e,<*> <*> <*> error <*> 
360,Jul,3,00:27:35,authorMacBook-Pro,ntpd,207,,sigio_handler: sigio_handler_active != 0,b5f6193c,<*> <*> <*> <*> 
361,Jul,3,00:27:54,authorMacBook-Pro,QQ,10018,,############################## _getSysMsgList,b5f8f0ab,<*> <*> 
362,Jul,3,00:41:11,authorMacBook-Pro,syslogd,44,,"Configuration Notice: ASL Module ""<*>"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.",b0d9fb0f,Configuration <*> ASL Module <*> claims selected <*> Those messages may not appear in standard system log files or in the ASL <*> 
363,Jul,3,00:55:12,authorMacBook-Pro,kernel,0,,"ARPT: 671856.784669: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': No, 'TimeRemaining': 18011,",2b0a014b,<*> <*> <*> <*> <*> <*> Normal <*> <*> <*> <*> <*> 
364,Jul,3,01:06:37,authorMacBook-Pro,kernel,0,,Wake reason: ?,3afe32e3,Wake <*> <*> 
365,Jul,3,01:06:37,authorMacBook-Pro,kernel,0,,"en0: channel changed to 132,+1",b042f28f,<*> channel changed to <*> 
366,Jul,3,01:06:37,authorMacBook-Pro,sharingd,30299,,01:06:37.436 : Scanning mode Contacts Only,91b57c8b,<*> <*> Scanning mode Contacts Only 
367,Jul,3,01:06:37,authorMacBook-Pro,kernel,0,,"USBMSC Identifier (non-unique): 000000000820 0x5ac 0x8406 0x820, 3",e495eb39,<*> Identifier <*> <*> <*> <*> <*> <*> 
368,Jul,3,01:06:48,authorMacBook-Pro,com.apple.CDScheduler,43,,Thermal pressure state: 1 Memory pressure state: 0,84fe619a,Thermal pressure <*> <*> Memory pressure <*> <*> 
369,Jul,3,01:07:08,authorMacBook-Pro,kernel,0,,"ARPT: 671889.268467: wl0: setup_keepalive: Seq: 2040703749, Ack: 3006590414, Win size: 4096",1961762a,<*> <*> <*> <*> <*> <*> <*> <*> Win <*> <*> 
370,Jul,3,01:31:00,authorMacBook-Pro,kernel,0,,"ARPT: 671958.142550: wl0: setup_keepalive: Local port: 49791, Remote port: 5223",54e41ba1,<*> <*> <*> <*> <*> <*> <*> Remote <*> <*> 
371,Jul,3,01:42:26,authorMacBook-Pro,sharingd,30299,,01:42:26.004 : BTLE scanning stopped,90ec1a99,<*> <*> <*> scanning <*> 
372,Jul,3,01:54:51,authorMacBook-Pro,sandboxd,129,[32992],<*>(32992) deny network-outbound /private/var/run/mDNSResponder,964ad79f,<*> deny <*> <*> 
373,Jul,3,01:58:00,authorMacBook-Pro,ntpd,207,,wake time set +0.270003 s,c1e46718,wake <*> <*> <*> <*> 
374,Jul,3,01:58:04,authorMacBook-Pro,kernel,0,,"ARPT: 672041.595629: wl0: setup_keepalive: interval 258, retry_interval 30, retry_count 10",70556bd7,<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
375,Jul,3,02:07:59,authorMacBook-Pro,kernel,0,,Previous sleep cause: 5,11988da8,Previous sleep <*> <*> 
376,Jul,3,02:07:59,authorMacBook-Pro,hidd,98,,[HID] [MT] MTActuatorManagement::getActuatorRef Calling MTActuatorOpen() outside of MTTrackpadHIDManager.,c7f4f28c,<*> <*> <*> Calling <*> <*> <*> <*> 
377,Jul,3,02:08:34,authorMacBook-Pro,kernel,0,,"ARPT: 672113.005012: wl0: setup_keepalive: interval 258, retry_interval 30, retry_count 10",70556bd7,<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
378,Jul,3,02:08:34,authorMacBook-Pro,kernel,0,,"ARPT: 672113.005034: wl0: setup_keepalive: Seq: 1128495564, Ack: 3106452487, Win size: 4096",1961762a,<*> <*> <*> <*> <*> <*> <*> <*> Win <*> <*> 
379,Jul,3,02:19:59,authorMacBook-Pro,kernel,0,,ARPT: 672115.511090: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable],b5f6193c,<*> <*> <*> <*> 
380,Jul,3,02:20:05,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000300,b5f6193c,<*> <*> <*> <*> 
381,Jul,3,02:32:01,authorMacBook-Pro,Dock,307,,-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=0 (null)/(null) opts=(null) when=2017-07-03 09:32:01 +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319),7c90690a,<*> <*> <*> <*> <*> <*> opts <*> when <*> <*> <*> confidence <*> from <*> <*> <*> 
382,Jul,3,03:07:51,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,b5f6193c,<*> <*> <*> <*> 
383,Jul,3,03:07:55,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,b5f6193c,<*> <*> <*> <*> 
384,Jul,3,03:31:43,authorMacBook-Pro,sharingd,30299,,03:31:43.005 : BTLE scanning stopped,90ec1a99,<*> <*> <*> scanning <*> 
385,Jul,3,03:31:43,authorMacBook-Pro,kernel,0,,in6_unlink_ifa: IPv6 address 0x77c9114551ab225b has no prefix,40170efa,<*> <*> address <*> has no prefix 
386,Jul,3,03:31:43,authorMacBook-Pro,kernel,0,,AppleCamIn::wakeEventHandlerThread,9e08cdfc,<*> 
387,Jul,3,03:43:40,authorMacBook-Pro,kernel,0,,Previous sleep cause: 5,11988da8,Previous sleep <*> <*> 
388,Jul,3,03:43:40,authorMacBook-Pro,kernel,0,,AppleThunderboltNHIType2::prePCIWake - power up complete - took 1 us,f7bafb2a,<*> <*> power up complete <*> took <*> us 
389,Jul,3,03:44:10,authorMacBook-Pro,kernel,0,,ARPT: 672405.912863: wl0: MDNS: IPV6 Addr: 2607:f140:400:a01b:c6b3:1ff:fecd:467f,3908b381,<*> <*> <*> <*> <*> <*> <*> 
390,Jul,3,03:55:39,authorMacBook-Pro,locationd,82,,"NETWORK: requery, 0, 0, 0, 0, 252, items, fQueryRetries, 0, fLastRetryTimestamp, 520765684.9",e39149bc,<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
391,Jul,3,03:55:49,authorMacBook-Pro,locationd,82,,Location icon should now be in state 'Inactive',a7fa6f3e,Location icon should now be in state <*> 
392,Jul,3,03:56:18,authorMacBook-Pro,mDNSResponder,91,,mDNS_DeregisterInterface: Frequent transitions for interface en0 (<*>),a4566ead,<*> Frequent transitions for interface <*> <*> 
393,Jul,3,04:08:14,authorMacBook-Pro,kernel,0,,ARPT: 672487.663921: wl0: MDNS: IPV6 Addr: 2607:f140:400:a01b:c6b3:1ff:fecd:467f,3908b381,<*> <*> <*> <*> <*> <*> <*> 
394,Jul,3,04:19:59,authorMacBook-Pro,sandboxd,129,[33047],<*>(33047) deny network-outbound /private/var/run/mDNSResponder,964ad79f,<*> deny <*> <*> 
395,Jul,3,04:31:30,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,b5f6193c,<*> <*> <*> <*> 
396,Jul,3,04:31:31,authorMacBook-Pro,ntpd,207,,wake time set -0.331349 s,c1e46718,wake <*> <*> <*> <*> 
397,Jul,3,04:43:26,authorMacBook-Pro,kernel,0,,AppleCamIn::wakeEventHandlerThread,9e08cdfc,<*> 
398,Jul,3,04:43:49,authorMacBook-Pro,sandboxd,129,[33056],<*>(33056) deny network-outbound /private/var/run/mDNSResponder,964ad79f,<*> deny <*> <*> 
399,Jul,3,04:55:22,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,b5f6193c,<*> <*> <*> <*> 
400,Jul,3,04:55:22,authorMacBook-Pro,kernel,0,,RTC: PowerByCalendarDate setting ignored,bfd5d6bb,<*> <*> setting ignored 
401,Jul,3,05:07:13,authorMacBook-Pro,kernel,0,,"en0: channel changed to 132,+1",b042f28f,<*> channel changed to <*> 
402,Jul,3,05:19:07,authorMacBook-Pro,kernel,0,,"ARPT: 672663.206073: wl0: wl_update_tcpkeep_seq: Original Seq: 2185760336, Ack: 2085655440, Win size: 4096",1206d53a,<*> <*> <*> <*> <*> <*> <*> <*> <*> Win <*> <*> 
403,Jul,3,05:30:59,authorMacBook-Pro,kernel,0,,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 5,9a5c2fed,<*> <*> retries <*> 
404,Jul,3,05:31:00,authorMacBook-Pro,QQ,10018,,button report: 0x80039B7,d2d784d7,button <*> <*> 
405,Jul,3,05:31:03,authorMacBook-Pro,kernel,0,,AppleCamIn::handleWakeEvent_gated,9e08cdfc,<*> 
406,Jul,3,05:33:53,authorMacBook-Pro,kernel,0,,ARPT: 672735.825491: wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.,4020af7f,<*> <*> <*> <*> <*> will stay <*> 
407,Jul,3,05:33:53,authorMacBook-Pro,kernel,0,,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 6,9a5c2fed,<*> <*> retries <*> 
408,Jul,3,05:57:59,authorMacBook-Pro,com.apple.CDScheduler,43,,Thermal pressure state: 1 Memory pressure state: 0,84fe619a,Thermal pressure <*> <*> Memory pressure <*> <*> 
409,Jul,3,05:58:10,authorMacBook-Pro,com.apple.AddressBook.InternetAccountsBridge,33109,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 3,20202d4a,<*> <*> <*> No of <*> <*> 
410,Jul,3,06:09:46,authorMacBook-Pro,ntpd,207,,sigio_handler: sigio_handler_active != 0,b5f6193c,<*> <*> <*> <*> 
411,Jul,3,06:09:56,authorMacBook-Pro,com.apple.CDScheduler,258,,Thermal pressure state: 1 Memory pressure state: 0,84fe619a,Thermal pressure <*> <*> Memory pressure <*> <*> 
412,Jul,3,06:22:02,authorMacBook-Pro,kernel,0,,Sandbox: <*>(33119) deny(1) network-outbound /private/var/run/mDNSResponder,347334c7,<*> <*> <*> <*> <*> 
413,Jul,3,06:22:20,authorMacBook-Pro,kernel,0,,"ARPT: 672922.026642: wl0: MDNS: 0 SRV Recs, 0 TXT Recs",70556bd7,<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
414,Jul,3,06:33:47,authorMacBook-Pro,kernel,0,,ARPT: 672925.537944: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable],b5f6193c,<*> <*> <*> <*> 
415,Jul,3,06:33:47,authorMacBook-Pro,kernel,0,,ARPT: 672925.539048: AirPort_Brcm43xx::syncPowerState: WWEN[enabled],b5f6193c,<*> <*> <*> <*> 
416,Jul,3,06:33:47,authorMacBook-Pro,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0,ee3e81a2,<*> <*> Thunderbolt HPD packet for route <*> port <*> unplug <*> 
417,Jul,3,06:45:42,authorMacBook-Pro,kernel,0,,AppleThunderboltGenericHAL::earlyWake - complete - took 1 milliseconds,a0e45ae0,<*> <*> complete <*> took <*> milliseconds 
418,Jul,3,06:45:43,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,b5f6193c,<*> <*> <*> <*> 
419,Jul,3,06:46:03,authorMacBook-Pro,com.apple.CDScheduler,258,,Thermal pressure state: 0 Memory pressure state: 0,84fe619a,Thermal pressure <*> <*> Memory pressure <*> <*> 
420,Jul,3,06:46:24,authorMacBook-Pro,kernel,0,,ARPT: 673002.849007: wl0: MDNS: IPV6 Addr: fe80:0:0:0:c6b3:1ff:fecd:467f,3908b381,<*> <*> <*> <*> <*> <*> <*> 
421,Jul,3,06:57:52,authorMacBook-Pro,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0,ee3e81a2,<*> <*> Thunderbolt HPD packet for route <*> port <*> unplug <*> 
422,Jul,3,06:57:52,authorMacBook-Pro,sharingd,30299,,06:57:52.002 : Purged contact hashes,bf7076e7,<*> <*> <*> <*> hashes 
423,Jul,3,07:09:47,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,b5f6193c,<*> <*> <*> <*> 
424,Jul,3,07:10:10,authorMacBook-Pro,sandboxd,129,[33139],<*>(33139) deny network-outbound /private/var/run/mDNSResponder,964ad79f,<*> deny <*> <*> 
425,Jul,3,07:10:13,authorMacBook-Pro,sandboxd,129,[33139],<*>(33139) deny network-outbound /private/var/run/mDNSResponder,964ad79f,<*> deny <*> <*> 
426,Jul,3,07:21:45,authorMacBook-Pro,kernel,0,,ARPT: 673078.174655: AirPort_Brcm43xx::platformWoWEnable: WWEN[disable],b5f6193c,<*> <*> <*> <*> 
427,Jul,3,07:33:34,authorMacBook-Pro,kernel,0,,"ARPT: 673110.784021: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 4039579370, Ack 2406464715, Win size 278",7b01b081,<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> Win <*> <*> 
428,Jul,3,07:33:34,authorMacBook-Pro,kernel,0,,AppleThunderboltGenericHAL::earlyWake - complete - took 1 milliseconds,a0e45ae0,<*> <*> complete <*> took <*> milliseconds 
429,Jul,3,07:33:34,authorMacBook-Pro,sharingd,30299,,07:33:34.878 : BTLE scanning started,199c21e1,<*> <*> <*> scanning started 
430,Jul,3,07:33:34,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,b5f6193c,<*> <*> <*> <*> 
431,Jul,3,07:33:35,authorMacBook-Pro,kernel,0,,"IOPMrootDomain: idle cancel, state 1",347334c7,<*> <*> <*> <*> <*> 
432,Jul,3,07:45:34,authorMacBook-Pro,kernel,0,,AppleThunderboltNHIType2::prePCIWake - power up complete - took 1 us,f7bafb2a,<*> <*> power up complete <*> took <*> us 
433,Jul,3,07:45:55,authorMacBook-Pro,com.apple.CDScheduler,43,,Thermal pressure state: 0 Memory pressure state: 0,84fe619a,Thermal pressure <*> <*> Memory pressure <*> <*> 
434,Jul,3,08:21:18,authorMacBook-Pro,kernel,0,,ARPT: 673255.225425: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable],b5f6193c,<*> <*> <*> <*> 
435,Jul,3,08:21:18,authorMacBook-Pro,sharingd,30299,,08:21:18.004 : Discoverable mode changed to Off,f5abe3fb,<*> <*> <*> mode <*> to Off 
436,Jul,3,08:33:15,authorMacBook-Pro,kernel,0,,"ARPT: 673289.745639: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 1578355965, Ack 2401645769, Win size 278",7b01b081,<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> Win <*> <*> 
437,Jul,3,08:33:41,authorMacBook-Pro,locationd,82,,"NETWORK: requery, 0, 0, 0, 0, 252, items, fQueryRetries, 0, fLastRetryTimestamp, 520783088.4",e39149bc,<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
438,Jul,3,08:33:45,authorMacBook-Pro,kernel,0,,"ARPT: 673321.718258: wl0: setup_keepalive: Local port: 50542, Remote port: 5223",54e41ba1,<*> <*> <*> <*> <*> <*> <*> Remote <*> <*> 
439,Jul,3,08:33:47,authorMacBook-Pro,kernel,0,,"PM response took 1857 ms (54, powerd)",5feff63a,PM response took <*> ms <*> <*> 
440,Jul,3,08:45:12,authorMacBook-Pro,kernel,0,,"ARPT: 673324.060219: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 815278018, Ack 1982345407, Win size 278",7b01b081,<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> Win <*> <*> 
441,Jul,3,08:45:12,authorMacBook-Pro,kernel,0,,ARPT: 673325.798753: ARPT: Wake Reason: Wake on TCP Timeout,b07c8628,<*> <*> <*> Wake <*> Wake on <*> <*> 
442,Jul,3,08:59:58,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,b5f6193c,<*> <*> <*> <*> 
443,Jul,3,09:00:02,authorMacBook-Pro,kernel,0,,"ARPT: 673399.580233: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': No, 'TimeRemaining': 13027,",2b0a014b,<*> <*> <*> <*> <*> <*> Normal <*> <*> <*> <*> <*> 
444,Jul,3,09:09:20,authorMacBook-Pro,kernel,0,,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 8,9a5c2fed,<*> <*> retries <*> 
445,Jul,3,09:09:50,authorMacBook-Pro,kernel,0,,"ARPT: 673431.714836: wl0: setup_keepalive: Local port: 50601, Remote port: 5223",54e41ba1,<*> <*> <*> <*> <*> <*> <*> Remote <*> <*> 
446,Jul,3,09:09:58,authorMacBook-Pro,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 12 unplug = 0,ee3e81a2,<*> <*> Thunderbolt HPD packet for route <*> port <*> unplug <*> 
447,Jul,3,09:21:24,authorMacBook-Pro,kernel,0,,"hibernate_alloc_pages act 173850, inact 24957, anon 891, throt 0, spec 73492, wire 527143, wireinit 39927",b63b5ec7,<*> act <*> inact <*> <*> <*> <*> <*> spec <*> wire <*> <*> <*> 
448,Jul,3,09:21:24,authorMacBook-Pro,kernel,0,,hibernate_teardown_pmap_structs done: last_valid_compact_indx 282563,b5f6193c,<*> <*> <*> <*> 
449,Jul,3,09:21:59,authorMacBook-Pro,kernel,0,,"ARPT: 673493.721766: wl0: MDNS: 0 SRV Recs, 0 TXT Recs",70556bd7,<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
450,Jul,3,09:22:01,authorMacBook-Pro,kernel,0,,"PM response took 1936 ms (54, powerd)",5feff63a,PM response took <*> ms <*> <*> 
451,Jul,3,09:57:10,authorMacBook-Pro,sharingd,30299,,09:57:10.384 : Scanning mode Contacts Only,91b57c8b,<*> <*> Scanning mode Contacts Only 
452,Jul,3,09:57:11,authorMacBook-Pro,kernel,0,,AppleCamIn::wakeEventHandlerThread,9e08cdfc,<*> 
453,Jul,3,09:57:29,authorMacBook-Pro,com.apple.AddressBook.InternetAccountsBridge,33216,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 1,20202d4a,<*> <*> <*> No of <*> <*> 
454,Jul,3,09:57:35,authorMacBook-Pro,com.apple.AddressBook.InternetAccountsBridge,33216,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 3,20202d4a,<*> <*> <*> No of <*> <*> 
455,Jul,3,10:09:01,authorMacBook-Pro,kernel,0,,Previous sleep cause: 5,11988da8,Previous sleep <*> <*> 
456,Jul,3,10:09:01,authorMacBook-Pro,kernel,0,,AirPort: Link Up on awdl0,4b423e87,<*> Link Up on <*> 
457,Jul,3,10:09:01,authorMacBook-Pro,ntpd,207,,sigio_handler: sigio_handler_active != 1,b5f6193c,<*> <*> <*> <*> 
458,Jul,3,10:20:32,authorMacBook-Pro,QQ,10018,,button report: 0x80039B7,d2d784d7,button <*> <*> 
459,Jul,3,10:28:07,authorMacBook-Pro,pkd,324,,enabling pid=30298 for plug-in <*>(1.0) 131FE7ED-87F7-471D-8797-C11107688DF7 /System/Library/CoreServices/Weather.app/Contents/PlugIns/<*>,a0a7e012,<*> <*> <*> for <*> <*> <*> <*> 
460,Jul,3,10:32:45,authorMacBook-Pro,QQ,10018,,FA||Url||taskID[2019353296] dealloc,b5f8f0ab,<*> <*> 
461,Jul,3,10:40:41,authorMacBook-Pro,GoogleSoftwareUpdateAgent,33263,,"2017-07-03 10:40:41.730 GoogleSoftwareUpdateAgent[33263/0x700000323000] [lvl=2] -[KSAgentApp performSelfUpdateWithEngine:] Checking for self update with Engine: <KSUpdateEngine:0x10062de70 ticketStore=<KSPersistentTicketStore:0x1005206e0 store=<KSKeyedPersistentStore:0x1005282c0 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore"" lockFile=<KSLockFile:0x100510480 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/<*>"" locked=NO > >> processor=<KSActionProcessor:0x10062e060 delegate=<KSUpdateEngine:0x10062de70> isProcessing=NO actionsCompleted=0 progress=0.00 errors=0 currentActionErrors=0 events=0 currentActionEvents=0 actionQueue=( ) > delegate=(null) serverInfoStore=<KSServerPrivateInfoStore:0x10062d2d0 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/Servers""> errors=0 >",565557cd,<*> <*> <*> <*> <*> <*> <*> Checking for <*> update with <*> <*> <*> <*> store <*> path <*> <*> <*> path <*> locked NO <*> <*> processor <*> delegate <*> <*> NO <*> <*> progress <*> errors <*> <*> <*> events <*> <*> <*> <*> <*> <*> <*> delegate <*> <*> <*> path <*> errors <*> <*> 
462,Jul,3,10:40:42,authorMacBook-Pro,GoogleSoftwareUpdateAgent,33263,,2017-07-03 10:40:42.940 GoogleSoftwareUpdateAgent[33263/0x700000323000] [lvl=2] -[KSOmahaServer updateInfosForUpdateResponse:updateRequest:infoStore:upToDateTickets:updatedTickets:events:errors:] Response passed CUP validation.,77da37e0,<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
463,Jul,3,11:22:49,authorMacBook-Pro,QQ,10018,,FA||Url||taskID[2019353306] dealloc,b5f8f0ab,<*> <*> 
464,Jul,3,11:27:14,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:27:14.923] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,aa3d6c90,<*> <*> Boss <*> <*> unexpected <*> notification 
465,Jul,3,11:31:49,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:31:49.472] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,ca01852a,<*> <*> signalled err <*> <*> <*> <*> at <*> line <*> 
466,Jul,3,11:31:49,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:31:49.593] itemasync_CopyProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/Player/FigPlayer_Async.c line 2092,e529f7ca,<*> <*> signalled err <*> <*> <*> at <*> line <*> 
467,Jul,3,11:34:44,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:34:44.290] itemasync_CopyProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/Player/FigPlayer_Async.c line 2092,e529f7ca,<*> <*> signalled err <*> <*> <*> at <*> line <*> 
468,Jul,3,11:38:27,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:38:27.892] <<<< IQ-CA >>>> piqca_setUsePreQueue: (0x7fce1406d600) rejecting report of layer being serviced - IQ has not yet begun to update,d6c9ceb8,<*> <*> <*> <*> <*> <*> rejecting report of layer being serviced <*> IQ has not yet begun to update 
469,Jul,3,11:39:18,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:39:18.356] <<<< IQ-CA >>>> piqca_setUsePreQueue: (0x7fce15069400) rejecting report of layer being serviced - IQ has not yet begun to update,d6c9ceb8,<*> <*> <*> <*> <*> <*> rejecting report of layer being serviced <*> IQ has not yet begun to update 
470,Jul,3,11:41:18,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:41:18.041] <<<< IQ-CA >>>> piqca_setUsePreQueue: (0x7fce16267800) rejecting report of layer being serviced - IQ has not yet begun to update,d6c9ceb8,<*> <*> <*> <*> <*> <*> rejecting report of layer being serviced <*> IQ has not yet begun to update 
