LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate
395,03-17,16:13:55.834,1702,1702,I,NotificationManager,"cancelNotification,index:-<*>",9e08cdfc,<*> 
396,03-17,16:13:55.836,1702,10454,W,ActivityManager,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,27f087f4,<*> caller <*> does not hold <*> limiting output 
397,03-17,16:13:55.838,1702,3137,W,ActivityManager,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,27f087f4,<*> caller <*> does not hold <*> limiting output 
398,03-17,16:13:55.839,1702,2639,D,PowerManagerService,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>",6e9a7275,ready <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
399,03-17,16:13:55.867,1702,3693,W,ActivityManager,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,27f087f4,<*> caller <*> does not hold <*> limiting output 
400,03-17,16:13:55.869,1702,14640,W,ActivityManager,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,27f087f4,<*> caller <*> does not hold <*> limiting output 
401,03-17,16:13:55.875,1702,2250,W,ActivityManager,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,27f087f4,<*> caller <*> does not hold <*> limiting output 
402,03-17,16:13:55.879,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: <*>,e0afaf2b,<*> <*> <*> 
403,03-17,16:13:55.882,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: <*>,e0afaf2b,<*> <*> <*> 
404,03-17,16:13:55.883,1702,27353,W,ActivityManager,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,27f087f4,<*> caller <*> does not hold <*> limiting output 
405,03-17,16:13:55.885,1702,2395,D,PowerManagerService,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>",6e9a7275,ready <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
406,03-17,16:13:55.889,2227,2514,V,AudioManager,getDevicesForStream  streamType: <*>,e0afaf2b,<*> <*> <*> 
407,03-17,16:13:55.891,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: <*>,e0afaf2b,<*> <*> <*> 
408,03-17,16:13:55.893,2227,2514,V,AudioManager,getDevicesForStream  streamType: <*>,e0afaf2b,<*> <*> <*> 
409,03-17,16:13:55.894,1702,2639,W,ActivityManager,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,27f087f4,<*> caller <*> does not hold <*> limiting output 
410,03-17,16:13:55.896,1702,2113,W,ActivityManager,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,27f087f4,<*> caller <*> does not hold <*> limiting output 
411,03-17,16:13:55.896,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: <*>,e0afaf2b,<*> <*> <*> 
412,03-17,16:13:55.899,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: <*>,e0afaf2b,<*> <*> <*> 
413,03-17,16:13:55.904,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: <*>,e0afaf2b,<*> <*> <*> 
414,03-17,16:13:55.906,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: <*>,e0afaf2b,<*> <*> <*> 
415,03-17,16:13:55.921,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: <*>,e0afaf2b,<*> <*> <*> 
416,03-17,16:13:55.937,1702,1737,D,ActivityManager,cleanUpApplicationRecord -- <*>,e0afaf2b,<*> <*> <*> 
417,03-17,16:13:55.937,1702,1737,I,ActivityManager,"cleanUpApplicationRecordLocked, pid: <*>, restart: false",df8ba77e,<*> <*> <*> <*> false 
418,03-17,16:13:55.938,1702,1737,I,ActivityManager,"cleanUpApplicationRecordLocked, reset pid: <*>, euid: <*>",9d555061,<*> reset <*> <*> <*> <*> 
419,03-17,16:13:55.940,1702,2639,I,DisplayManagerService,stopWifiDisplayScanLocked record.mWifiDisplayScanRequested=false,921c68bb,<*> <*> false 
420,03-17,16:13:55.940,1702,2639,I,DisplayManagerService,stopWifiDisplayScanLocked mWifiDisplayScanRequestCount=<*>,e0afaf2b,<*> <*> <*> 
421,03-17,16:13:55.941,30852,30852,V,AudioManager,getMode...,9e08cdfc,<*> 
422,03-17,16:13:55.944,30852,30852,V,AudioManager,setSpeakerphoneOn  on: true,e0afaf2b,<*> <*> <*> 
423,03-17,16:13:55.948,30852,30852,I,AudioManager,setSpeakerphoneOn on:true,b5f8f0ab,<*> <*> 
424,03-17,16:13:56.080,1702,17621,W,ActivityManager,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,27f087f4,<*> caller <*> does not hold <*> limiting output 
425,03-17,16:13:56.177,1702,2644,W,ActivityManager,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,27f087f4,<*> caller <*> does not hold <*> limiting output 
426,03-17,16:13:56.261,1702,1737,W,ActivityManager,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,27f087f4,<*> caller <*> does not hold <*> limiting output 
427,03-17,16:13:58.485,1702,1820,I,DisplayPowerController,HBM brightnessIn =<*>,51904032,HBM <*> <*> 
428,03-17,16:13:58.485,1702,1820,I,DisplayPowerController,HBM brightnessOut =<*>,51904032,HBM <*> <*> 
429,03-17,16:13:58.485,1702,1820,D,DisplayPowerController,"Animating brightness: target=<*>, rate=<*>",63e01e22,Animating <*> target <*> rate <*> 
430,03-17,16:13:58.796,1702,8303,D,PowerManagerService,"release:lock=<*>, flg=<*>, tag=""AudioMix"", name=audioserver"", ws=null, uid=<*>, pid=<*>",c6945d16,<*> <*> <*> <*> tag <*> name <*> ws <*> uid <*> pid <*> 
431,03-17,16:13:58.797,1702,8303,D,PowerManagerService,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>",6e9a7275,ready <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
432,03-17,16:13:58.797,1702,8303,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",958d708a,Releasing suspend blocker <*> 
433,03-17,16:14:00.001,1702,2096,I,AlarmManager,"sending alarm Alarm{<*> type <*> when <*> PendingIntent{<*>: PendingIntentRecord{<*> android broadcastIntent}}},repeatInterval = <*>,listenerTag =time_tick",d45dd5ed,sending alarm <*> type <*> when <*> <*> <*> <*> <*> <*> <*> 
434,03-17,16:14:00.002,1702,2096,D,PowerManagerService,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>",6e9a7275,ready <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
435,03-17,16:14:00.002,1702,2096,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",e87e3e25,Acquiring suspend blocker <*> 
436,03-17,16:14:00.003,1702,1702,V,AlarmManager,Received TIME_TICK alarm; rescheduling,c413e44f,Received <*> <*> <*> 
437,03-17,16:14:00.004,1702,1702,I,AlarmManager,scheduleTimeTickEvent triggerAtTime = <*>,e0afaf2b,<*> <*> <*> 
438,03-17,16:14:00.022,2227,2227,I,StackScrollAlgorithm,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",68842378,<*> <*> <*> <*> Translation <*> 
439,03-17,16:14:00.022,2227,2227,I,StackScrollAlgorithm,updateDimmedActivatedHideSensitive overlap:false,b5f8f0ab,<*> <*> 
440,03-17,16:14:00.039,2227,2227,I,StackScrollAlgorithm,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",68842378,<*> <*> <*> <*> Translation <*> 
441,03-17,16:14:00.039,2227,2227,I,StackScrollAlgorithm,updateDimmedActivatedHideSensitive overlap:false,b5f8f0ab,<*> <*> 
442,03-17,16:14:00.049,2227,2227,D,KeyguardUpdateMonitor,received broadcast android.intent.action.TIME_TICK,c8cd6688,received <*> <*> 
443,03-17,16:14:00.050,2227,2227,D,KeyguardUpdateMonitor,handleTimeUpdate,9e08cdfc,<*> 
444,03-17,16:14:00.349,1702,1702,D,PowerManagerService,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>",6e9a7275,ready <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
445,03-17,16:14:00.349,1702,1702,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",958d708a,Releasing suspend blocker <*> 
446,03-17,16:14:01.800,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",67ce1993,<*> <*> <*> event <*> flags <*> uid <*> 
447,03-17,16:14:01.801,1702,2105,D,PowerManagerService,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>",6e9a7275,ready <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
448,03-17,16:14:01.964,2227,2227,V,PhoneStatusBar,setLightsOn(true),9e08cdfc,<*> 
449,03-17,16:14:01.964,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
450,03-17,16:14:01.978,2227,2227,V,PhoneStatusBar,setLightsOn(true),9e08cdfc,<*> 
451,03-17,16:14:01.978,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
452,03-17,16:14:02.045,2227,2227,V,PhoneStatusBar,setLightsOn(true),9e08cdfc,<*> 
453,03-17,16:14:02.045,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
454,03-17,16:14:02.056,2227,2227,V,PhoneStatusBar,setLightsOn(true),9e08cdfc,<*> 
455,03-17,16:14:02.057,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
456,03-17,16:14:02.066,2227,2227,V,PhoneStatusBar,setLightsOn(true),9e08cdfc,<*> 
457,03-17,16:14:02.066,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
458,03-17,16:14:02.080,2227,2227,V,PhoneStatusBar,setLightsOn(true),9e08cdfc,<*> 
459,03-17,16:14:02.080,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
460,03-17,16:14:02.090,2227,2227,V,PhoneStatusBar,setLightsOn(true),9e08cdfc,<*> 
461,03-17,16:14:02.090,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
462,03-17,16:14:02.107,2227,2227,V,PhoneStatusBar,setLightsOn(true),9e08cdfc,<*> 
463,03-17,16:14:02.107,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
464,03-17,16:14:02.121,2227,2227,V,PhoneStatusBar,setLightsOn(true),9e08cdfc,<*> 
465,03-17,16:14:02.122,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
466,03-17,16:14:02.136,2227,2227,V,PhoneStatusBar,setLightsOn(true),9e08cdfc,<*> 
467,03-17,16:14:02.136,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
468,03-17,16:14:02.147,2227,2227,V,PhoneStatusBar,setLightsOn(true),9e08cdfc,<*> 
469,03-17,16:14:02.148,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
470,03-17,16:14:02.155,2227,2227,V,PhoneStatusBar,setLightsOn(true),9e08cdfc,<*> 
471,03-17,16:14:02.156,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
472,03-17,16:14:02.164,2227,2227,V,PhoneStatusBar,setLightsOn(true),9e08cdfc,<*> 
473,03-17,16:14:02.164,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
474,03-17,16:14:02.181,2227,2227,V,PhoneStatusBar,setLightsOn(true),9e08cdfc,<*> 
475,03-17,16:14:02.182,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
476,03-17,16:14:02.195,2227,2227,V,PhoneStatusBar,setLightsOn(true),9e08cdfc,<*> 
477,03-17,16:14:02.195,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
478,03-17,16:14:02.213,2227,2227,V,PhoneStatusBar,setLightsOn(true),9e08cdfc,<*> 
479,03-17,16:14:02.214,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
480,03-17,16:14:02.602,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",67ce1993,<*> <*> <*> event <*> flags <*> uid <*> 
481,03-17,16:14:02.603,1702,2105,D,PowerManagerService,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>",6e9a7275,ready <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
482,03-17,16:14:02.765,2227,2227,V,PhoneStatusBar,setLightsOn(true),9e08cdfc,<*> 
483,03-17,16:14:02.765,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
484,03-17,16:14:02.781,2227,2227,V,PhoneStatusBar,setLightsOn(true),9e08cdfc,<*> 
485,03-17,16:14:02.781,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
486,03-17,16:14:02.818,2227,2227,V,PhoneStatusBar,setLightsOn(true),9e08cdfc,<*> 
487,03-17,16:14:02.818,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
488,03-17,16:14:02.833,2227,2227,V,PhoneStatusBar,setLightsOn(true),9e08cdfc,<*> 
489,03-17,16:14:02.834,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
490,03-17,16:14:02.913,2227,2227,V,PhoneStatusBar,setLightsOn(true),9e08cdfc,<*> 
491,03-17,16:14:02.913,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
492,03-17,16:14:02.932,2227,2227,V,PhoneStatusBar,setLightsOn(true),9e08cdfc,<*> 
493,03-17,16:14:02.933,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
494,03-17,16:14:03.115,2227,2227,V,PhoneStatusBar,setLightsOn(true),9e08cdfc,<*> 
495,03-17,16:14:03.116,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
496,03-17,16:14:03.133,2227,2227,V,PhoneStatusBar,setLightsOn(true),9e08cdfc,<*> 
497,03-17,16:14:03.134,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
498,03-17,16:14:03.219,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",67ce1993,<*> <*> <*> event <*> flags <*> uid <*> 
499,03-17,16:14:03.220,1702,2105,D,PowerManagerService,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>",6e9a7275,ready <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
500,03-17,16:14:03.281,2227,2227,V,PhoneStatusBar,setLightsOn(true),9e08cdfc,<*> 
501,03-17,16:14:03.281,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
502,03-17,16:14:03.294,1702,1820,I,DisplayPowerController,HBM brightnessIn =<*>,51904032,HBM <*> <*> 
503,03-17,16:14:03.294,1702,1820,I,DisplayPowerController,HBM brightnessOut =<*>,51904032,HBM <*> <*> 
504,03-17,16:14:03.294,1702,1820,D,DisplayPowerController,"Animating brightness: target=<*>, rate=<*>",63e01e22,Animating <*> target <*> rate <*> 
505,03-17,16:14:03.306,2227,2227,V,PhoneStatusBar,setLightsOn(true),9e08cdfc,<*> 
506,03-17,16:14:03.307,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
507,03-17,16:14:03.671,1702,2639,W,ActivityManager,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,27f087f4,<*> caller <*> does not hold <*> limiting output 
508,03-17,16:14:03.691,1702,27357,W,ActivityManager,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,27f087f4,<*> caller <*> does not hold <*> limiting output 
509,03-17,16:14:03.871,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",67ce1993,<*> <*> <*> event <*> flags <*> uid <*> 
510,03-17,16:14:03.872,1702,2105,D,PowerManagerService,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>",6e9a7275,ready <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
