LineId,Date,Time,Level,Component,Content,EventId,EventTemplate
400,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_4 locally,2b0c5524,Found block <*> locally 
401,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_3 locally,2b0c5524,Found block <*> locally 
402,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_2 locally,2b0c5524,Found block <*> locally 
403,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_1 locally,2b0c5524,Found block <*> locally 
404,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 39, boot = -124, init = 163, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
405,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 38, boot = -123, init = 161, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
406,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 41, boot = -126, init = 167, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
407,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 40, boot = -127, init = 167, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
408,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 41, boot = -115, init = 155, finish = 1",da937413,<*> total <*> boot <*> init <*> finish <*> 
409,17/06/09,20:10:54,INFO,executor.Executor,Finished task 3.0 in stage 10.0 (TID 438). 2087 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
410,17/06/09,20:10:54,INFO,executor.Executor,Finished task 0.0 in stage 10.0 (TID 402). 2087 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
411,17/06/09,20:10:54,INFO,executor.Executor,Finished task 4.0 in stage 10.0 (TID 439). 2087 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
412,17/06/09,20:10:54,INFO,executor.Executor,Finished task 2.0 in stage 10.0 (TID 430). 2087 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
413,17/06/09,20:10:54,INFO,executor.Executor,Finished task 1.0 in stage 10.0 (TID 416). 2087 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
414,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 450,12fd741a,Got assigned task <*> 
415,17/06/09,20:10:54,INFO,executor.Executor,Running task 0.0 in stage 11.0 (TID 450),21b970a3,Running task <*> in stage <*> <*> <*> 
416,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 464,12fd741a,Got assigned task <*> 
417,17/06/09,20:10:54,INFO,executor.Executor,Running task 1.0 in stage 11.0 (TID 464),21b970a3,Running task <*> in stage <*> <*> <*> 
418,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 475,12fd741a,Got assigned task <*> 
419,17/06/09,20:10:54,INFO,executor.Executor,Running task 2.0 in stage 11.0 (TID 475),21b970a3,Running task <*> in stage <*> <*> <*> 
420,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 478,12fd741a,Got assigned task <*> 
421,17/06/09,20:10:54,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 20,b3dbffba,Started reading broadcast variable <*> 
422,17/06/09,20:10:54,INFO,executor.Executor,Running task 3.0 in stage 11.0 (TID 478),21b970a3,Running task <*> in stage <*> <*> <*> 
423,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 479,12fd741a,Got assigned task <*> 
424,17/06/09,20:10:54,INFO,executor.Executor,Running task 4.0 in stage 11.0 (TID 479),21b970a3,Running task <*> in stage <*> <*> <*> 
425,17/06/09,20:10:54,INFO,storage.MemoryStore,"Block broadcast_20_piece0 stored as bytes in memory (estimated size 5.5 KB, free 416.7 KB)",40702cc8,Block <*> stored as bytes in memory <*> size <*> <*> free <*> <*> 
426,17/06/09,20:10:54,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 20 took 15 ms,1a372bdf,Reading broadcast variable <*> took <*> ms 
427,17/06/09,20:10:54,INFO,storage.MemoryStore,"Block broadcast_20 stored as values in memory (estimated size 9.8 KB, free 411.6 KB)",e2f64f99,Block <*> stored as values in memory <*> size <*> <*> free <*> <*> 
428,17/06/09,20:10:54,INFO,spark.CacheManager,"Partition rdd_16_0 not found, computing it",e0243440,Partition <*> not <*> computing it 
429,17/06/09,20:10:54,INFO,spark.CacheManager,"Partition rdd_16_4 not found, computing it",e0243440,Partition <*> not <*> computing it 
430,17/06/09,20:10:54,INFO,spark.CacheManager,"Partition rdd_16_3 not found, computing it",e0243440,Partition <*> not <*> computing it 
431,17/06/09,20:10:54,INFO,spark.CacheManager,"Partition rdd_16_2 not found, computing it",e0243440,Partition <*> not <*> computing it 
432,17/06/09,20:10:54,INFO,spark.CacheManager,"Partition rdd_16_1 not found, computing it",e0243440,Partition <*> not <*> computing it 
433,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_0 locally,2b0c5524,Found block <*> locally 
434,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_4 locally,2b0c5524,Found block <*> locally 
435,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_3 locally,2b0c5524,Found block <*> locally 
436,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_2 locally,2b0c5524,Found block <*> locally 
437,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_1 locally,2b0c5524,Found block <*> locally 
438,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 40, boot = -95, init = 135, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
439,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 39, boot = -96, init = 135, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
440,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 42, boot = -95, init = 137, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
441,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 42, boot = -97, init = 139, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
442,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 43, boot = -85, init = 127, finish = 1",da937413,<*> total <*> boot <*> init <*> finish <*> 
443,17/06/09,20:10:54,INFO,storage.MemoryStore,"Block rdd_16_4 stored as bytes in memory (estimated size 263.0 B, free 386.4 KB)",40702cc8,Block <*> stored as bytes in memory <*> size <*> <*> free <*> <*> 
444,17/06/09,20:10:54,INFO,storage.MemoryStore,"Block rdd_16_0 stored as bytes in memory (estimated size 191.0 B, free 386.6 KB)",40702cc8,Block <*> stored as bytes in memory <*> size <*> <*> free <*> <*> 
445,17/06/09,20:10:54,INFO,storage.MemoryStore,"Block rdd_16_3 stored as bytes in memory (estimated size 232.0 B, free 386.8 KB)",40702cc8,Block <*> stored as bytes in memory <*> size <*> <*> free <*> <*> 
446,17/06/09,20:10:54,INFO,storage.MemoryStore,"Block rdd_16_2 stored as bytes in memory (estimated size 230.0 B, free 387.0 KB)",40702cc8,Block <*> stored as bytes in memory <*> size <*> <*> free <*> <*> 
447,17/06/09,20:10:54,INFO,storage.MemoryStore,"Block rdd_16_1 stored as bytes in memory (estimated size 351.0 B, free 387.4 KB)",40702cc8,Block <*> stored as bytes in memory <*> size <*> <*> free <*> <*> 
448,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 39, boot = 22, init = 17, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
449,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 41, boot = 20, init = 21, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
450,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 40, boot = 20, init = 20, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
451,17/06/09,20:10:54,INFO,executor.Executor,Finished task 4.0 in stage 11.0 (TID 479). 2667 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
452,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 41, boot = 16, init = 25, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
453,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 40, boot = 26, init = 14, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
454,17/06/09,20:10:54,INFO,executor.Executor,Finished task 0.0 in stage 11.0 (TID 450). 2667 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
455,17/06/09,20:10:54,INFO,executor.Executor,Finished task 3.0 in stage 11.0 (TID 478). 2667 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
456,17/06/09,20:10:54,INFO,executor.Executor,Finished task 2.0 in stage 11.0 (TID 475). 2667 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
457,17/06/09,20:10:54,INFO,executor.Executor,Finished task 1.0 in stage 11.0 (TID 464). 2667 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
458,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 480,12fd741a,Got assigned task <*> 
459,17/06/09,20:10:54,INFO,executor.Executor,Running task 0.0 in stage 12.0 (TID 480),21b970a3,Running task <*> in stage <*> <*> <*> 
460,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 494,12fd741a,Got assigned task <*> 
461,17/06/09,20:10:54,INFO,executor.Executor,Running task 1.0 in stage 12.0 (TID 494),21b970a3,Running task <*> in stage <*> <*> <*> 
462,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 508,12fd741a,Got assigned task <*> 
463,17/06/09,20:10:54,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 21,b3dbffba,Started reading broadcast variable <*> 
464,17/06/09,20:10:54,INFO,executor.Executor,Running task 2.0 in stage 12.0 (TID 508),21b970a3,Running task <*> in stage <*> <*> <*> 
465,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 518,12fd741a,Got assigned task <*> 
466,17/06/09,20:10:54,INFO,executor.Executor,Running task 3.0 in stage 12.0 (TID 518),21b970a3,Running task <*> in stage <*> <*> <*> 
467,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 519,12fd741a,Got assigned task <*> 
468,17/06/09,20:10:54,INFO,executor.Executor,Running task 4.0 in stage 12.0 (TID 519),21b970a3,Running task <*> in stage <*> <*> <*> 
469,17/06/09,20:10:54,INFO,storage.MemoryStore,"Block broadcast_21_piece0 stored as bytes in memory (estimated size 5.7 KB, free 393.1 KB)",40702cc8,Block <*> stored as bytes in memory <*> size <*> <*> free <*> <*> 
470,17/06/09,20:10:54,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 21 took 11 ms,1a372bdf,Reading broadcast variable <*> took <*> ms 
471,17/06/09,20:10:54,INFO,storage.MemoryStore,"Block broadcast_21 stored as values in memory (estimated size 10.1 KB, free 403.2 KB)",e2f64f99,Block <*> stored as values in memory <*> size <*> <*> free <*> <*> 
472,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_16_0 locally,2b0c5524,Found block <*> locally 
473,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_16_4 locally,2b0c5524,Found block <*> locally 
474,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_16_3 locally,2b0c5524,Found block <*> locally 
475,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_16_2 locally,2b0c5524,Found block <*> locally 
476,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_16_1 locally,2b0c5524,Found block <*> locally 
477,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 37, boot = -162, init = 199, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
478,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = -157, init = 197, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
479,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -157, init = 196, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
480,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 38, boot = -146, init = 184, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
481,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = -156, init = 196, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
482,17/06/09,20:10:55,INFO,executor.Executor,Finished task 0.0 in stage 12.0 (TID 480). 2155 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
483,17/06/09,20:10:55,INFO,executor.Executor,Finished task 3.0 in stage 12.0 (TID 518). 2155 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
484,17/06/09,20:10:55,INFO,executor.Executor,Finished task 4.0 in stage 12.0 (TID 519). 2155 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
485,17/06/09,20:10:55,INFO,executor.Executor,Finished task 1.0 in stage 12.0 (TID 494). 2105 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
486,17/06/09,20:10:55,INFO,executor.Executor,Finished task 2.0 in stage 12.0 (TID 508). 2155 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
487,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 528,12fd741a,Got assigned task <*> 
488,17/06/09,20:10:55,INFO,executor.Executor,Running task 0.0 in stage 13.0 (TID 528),21b970a3,Running task <*> in stage <*> <*> <*> 
489,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 542,12fd741a,Got assigned task <*> 
490,17/06/09,20:10:55,INFO,executor.Executor,Running task 1.0 in stage 13.0 (TID 542),21b970a3,Running task <*> in stage <*> <*> <*> 
491,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 553,12fd741a,Got assigned task <*> 
492,17/06/09,20:10:55,INFO,executor.Executor,Running task 2.0 in stage 13.0 (TID 553),21b970a3,Running task <*> in stage <*> <*> <*> 
493,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 22,b3dbffba,Started reading broadcast variable <*> 
494,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 558,12fd741a,Got assigned task <*> 
495,17/06/09,20:10:55,INFO,executor.Executor,Running task 3.0 in stage 13.0 (TID 558),21b970a3,Running task <*> in stage <*> <*> <*> 
496,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 559,12fd741a,Got assigned task <*> 
497,17/06/09,20:10:55,INFO,executor.Executor,Running task 4.0 in stage 13.0 (TID 559),21b970a3,Running task <*> in stage <*> <*> <*> 
498,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_22_piece0 stored as bytes in memory (estimated size 5.8 KB, free 409.0 KB)",40702cc8,Block <*> stored as bytes in memory <*> size <*> <*> free <*> <*> 
499,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 22 took 11 ms,1a372bdf,Reading broadcast variable <*> took <*> ms 
500,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_22 stored as values in memory (estimated size 9.6 KB, free 418.6 KB)",e2f64f99,Block <*> stored as values in memory <*> size <*> <*> free <*> <*> 
501,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_0 locally,2b0c5524,Found block <*> locally 
502,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_4 locally,2b0c5524,Found block <*> locally 
503,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_3 locally,2b0c5524,Found block <*> locally 
504,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_2 locally,2b0c5524,Found block <*> locally 
505,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_1 locally,2b0c5524,Found block <*> locally 
506,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -76, init = 114, finish = 1",da937413,<*> total <*> boot <*> init <*> finish <*> 
507,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 42, boot = -73, init = 114, finish = 1",da937413,<*> total <*> boot <*> init <*> finish <*> 
508,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 42, boot = -73, init = 114, finish = 1",da937413,<*> total <*> boot <*> init <*> finish <*> 
509,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 41, boot = -67, init = 107, finish = 1",da937413,<*> total <*> boot <*> init <*> finish <*> 
510,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = -74, init = 113, finish = 1",da937413,<*> total <*> boot <*> init <*> finish <*> 
511,17/06/09,20:10:55,INFO,executor.Executor,Finished task 0.0 in stage 13.0 (TID 528). 2256 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
512,17/06/09,20:10:55,INFO,executor.Executor,Finished task 4.0 in stage 13.0 (TID 559). 2241 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
513,17/06/09,20:10:55,INFO,executor.Executor,Finished task 2.0 in stage 13.0 (TID 553). 2241 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
514,17/06/09,20:10:55,INFO,executor.Executor,Finished task 1.0 in stage 13.0 (TID 542). 2241 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
515,17/06/09,20:10:55,INFO,executor.Executor,Finished task 3.0 in stage 13.0 (TID 558). 2257 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
516,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 562,12fd741a,Got assigned task <*> 
517,17/06/09,20:10:55,INFO,executor.Executor,Running task 0.0 in stage 14.0 (TID 562),21b970a3,Running task <*> in stage <*> <*> <*> 
518,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 576,12fd741a,Got assigned task <*> 
519,17/06/09,20:10:55,INFO,executor.Executor,Running task 1.0 in stage 14.0 (TID 576),21b970a3,Running task <*> in stage <*> <*> <*> 
520,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 590,12fd741a,Got assigned task <*> 
521,17/06/09,20:10:55,INFO,executor.Executor,Running task 2.0 in stage 14.0 (TID 590),21b970a3,Running task <*> in stage <*> <*> <*> 
522,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 23,b3dbffba,Started reading broadcast variable <*> 
523,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 598,12fd741a,Got assigned task <*> 
524,17/06/09,20:10:55,INFO,executor.Executor,Running task 3.0 in stage 14.0 (TID 598),21b970a3,Running task <*> in stage <*> <*> <*> 
525,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 599,12fd741a,Got assigned task <*> 
526,17/06/09,20:10:55,INFO,executor.Executor,Running task 4.0 in stage 14.0 (TID 599),21b970a3,Running task <*> in stage <*> <*> <*> 
527,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_23_piece0 stored as bytes in memory (estimated size 5.4 KB, free 378.2 KB)",40702cc8,Block <*> stored as bytes in memory <*> size <*> <*> free <*> <*> 
528,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 23 took 11 ms,1a372bdf,Reading broadcast variable <*> took <*> ms 
529,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_23 stored as values in memory (estimated size 9.2 KB, free 387.4 KB)",e2f64f99,Block <*> stored as values in memory <*> size <*> <*> free <*> <*> 
530,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_0 locally,2b0c5524,Found block <*> locally 
531,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_4 locally,2b0c5524,Found block <*> locally 
532,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_3 locally,2b0c5524,Found block <*> locally 
533,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_2 locally,2b0c5524,Found block <*> locally 
534,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_1 locally,2b0c5524,Found block <*> locally 
535,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -90, init = 129, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
536,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = -93, init = 133, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
537,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -90, init = 129, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
538,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 38, boot = -82, init = 120, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
539,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 42, boot = -92, init = 133, finish = 1",da937413,<*> total <*> boot <*> init <*> finish <*> 
540,17/06/09,20:10:55,INFO,executor.Executor,Finished task 3.0 in stage 14.0 (TID 598). 2087 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
541,17/06/09,20:10:55,INFO,executor.Executor,Finished task 2.0 in stage 14.0 (TID 590). 2087 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
542,17/06/09,20:10:55,INFO,executor.Executor,Finished task 0.0 in stage 14.0 (TID 562). 2087 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
543,17/06/09,20:10:55,INFO,executor.Executor,Finished task 4.0 in stage 14.0 (TID 599). 2087 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
544,17/06/09,20:10:55,INFO,executor.Executor,Finished task 1.0 in stage 14.0 (TID 576). 2087 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
545,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 612,12fd741a,Got assigned task <*> 
546,17/06/09,20:10:55,INFO,executor.Executor,Running task 0.0 in stage 15.0 (TID 612),21b970a3,Running task <*> in stage <*> <*> <*> 
547,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 626,12fd741a,Got assigned task <*> 
548,17/06/09,20:10:55,INFO,executor.Executor,Running task 1.0 in stage 15.0 (TID 626),21b970a3,Running task <*> in stage <*> <*> <*> 
549,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 636,12fd741a,Got assigned task <*> 
550,17/06/09,20:10:55,INFO,executor.Executor,Running task 2.0 in stage 15.0 (TID 636),21b970a3,Running task <*> in stage <*> <*> <*> 
551,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 638,12fd741a,Got assigned task <*> 
552,17/06/09,20:10:55,INFO,executor.Executor,Running task 3.0 in stage 15.0 (TID 638),21b970a3,Running task <*> in stage <*> <*> <*> 
553,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 639,12fd741a,Got assigned task <*> 
554,17/06/09,20:10:55,INFO,executor.Executor,Running task 4.0 in stage 15.0 (TID 639),21b970a3,Running task <*> in stage <*> <*> <*> 
555,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 24,b3dbffba,Started reading broadcast variable <*> 
556,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_24_piece0 stored as bytes in memory (estimated size 5.6 KB, free 393.0 KB)",40702cc8,Block <*> stored as bytes in memory <*> size <*> <*> free <*> <*> 
557,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 24 took 10 ms,1a372bdf,Reading broadcast variable <*> took <*> ms 
558,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_24 stored as values in memory (estimated size 9.8 KB, free 402.8 KB)",e2f64f99,Block <*> stored as values in memory <*> size <*> <*> free <*> <*> 
559,17/06/09,20:10:55,INFO,spark.CacheManager,"Partition rdd_21_1 not found, computing it",e0243440,Partition <*> not <*> computing it 
560,17/06/09,20:10:55,INFO,spark.CacheManager,"Partition rdd_21_4 not found, computing it",e0243440,Partition <*> not <*> computing it 
561,17/06/09,20:10:55,INFO,spark.CacheManager,"Partition rdd_21_3 not found, computing it",e0243440,Partition <*> not <*> computing it 
562,17/06/09,20:10:55,INFO,spark.CacheManager,"Partition rdd_21_2 not found, computing it",e0243440,Partition <*> not <*> computing it 
563,17/06/09,20:10:55,INFO,spark.CacheManager,"Partition rdd_21_0 not found, computing it",e0243440,Partition <*> not <*> computing it 
564,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_1 locally,2b0c5524,Found block <*> locally 
565,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_4 locally,2b0c5524,Found block <*> locally 
566,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_3 locally,2b0c5524,Found block <*> locally 
567,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_2 locally,2b0c5524,Found block <*> locally 
568,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_0 locally,2b0c5524,Found block <*> locally 
569,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = -95, init = 135, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
570,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -96, init = 135, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
571,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 41, boot = -98, init = 139, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
572,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = -99, init = 139, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
573,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = -95, init = 135, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
574,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block rdd_21_1 stored as bytes in memory (estimated size 162.0 B, free 403.0 KB)",40702cc8,Block <*> stored as bytes in memory <*> size <*> <*> free <*> <*> 
575,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block rdd_21_4 stored as bytes in memory (estimated size 200.0 B, free 403.2 KB)",40702cc8,Block <*> stored as bytes in memory <*> size <*> <*> free <*> <*> 
576,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block rdd_21_3 stored as bytes in memory (estimated size 194.0 B, free 403.4 KB)",40702cc8,Block <*> stored as bytes in memory <*> size <*> <*> free <*> <*> 
577,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block rdd_21_2 stored as bytes in memory (estimated size 163.0 B, free 403.5 KB)",40702cc8,Block <*> stored as bytes in memory <*> size <*> <*> free <*> <*> 
